frame,trunk_angle,neck_angle,left_arm_angle,right_arm_angle
0,11.475746543705338,3.643756498198096,10.239571911446347,7.605242533419038
1,11.45233132027075,3.5815124875686295,10.598442186079879,7.3021521435608685
2,11.554846891397698,3.5115320657046767,11.091409379145592,7.079806563065484
3,11.795807548425447,3.5670430100281,11.591585291867741,6.965085477477443
4,12.189359286626653,3.752112037963541,12.043144446964563,7.173150568610595
5,12.448572919723981,3.9263724660931643,12.52959015416133,7.293489500966412
6,12.732493493207942,4.134824716219904,12.928327890874286,7.337317247000144
7,12.95690591799482,4.548957856299779,12.974561820817323,7.426471783622376
8,13.222759672023088,5.044452909055911,12.97300318445644,7.577301854956873
9,13.399626488479326,5.322415755824902,12.892107486956323,7.647630425842051
10,13.516575633723312,5.584088723248224,12.59569470248421,7.497288249242419
11,13.54184332228759,5.78131112834889,12.544712802437365,7.359368685694144
12,13.624814297497801,5.882250150926717,12.618203662840424,7.234436956252153
13,13.793495578997963,5.90984283664778,12.835718115667575,7.214450787569458
14,13.924447170436848,5.962129836566503,12.8890558110931,7.135282044763805
15,14.008025170324329,5.986318396580661,12.947973810518713,7.206403071217266
16,14.07739835110676,6.050167292004814,12.712969271589532,7.150010687358211
17,14.091610963734647,6.262465409550056,12.624377609416412,7.212731224986238
18,14.25502250452451,6.5356955324823245,12.663939986316198,7.168276702803588
19,14.395790535520401,6.762577719562248,12.801396959163299,7.182135282206086
20,15.401152106336426,7.812927608545586,10.456842973399018,5.0085771944576525
21,14.53806893124239,7.382583182513269,12.409092628020396,6.864592468837548
22,14.375253647750254,7.579079694776698,12.702743957648016,7.133628493303796
23,14.337542974172942,7.761772289522022,12.966927917568624,7.2155664048210255
24,14.291664491294673,8.067522653102888,12.966624246999292,7.270468567965293
25,14.343998113534559,8.31122939558421,13.088514690260315,7.425852319423957
26,14.423423033093425,8.485366705911023,13.127667911262705,7.4605178844732185
27,14.463118653992945,8.585206744787524,13.155447871828574,7.559679909613949
28,14.360783971191454,8.70565194575,12.969116886533465,7.543795503737416
29,14.236829457629401,8.88649124156324,12.749338551754706,7.496898451438766
30,14.119991411748885,8.963644124979607,12.688250845261623,7.520768982322356
31,14.121887066611064,9.073343377894545,12.733210057874691,7.543189912541094
32,14.052417467503322,9.081905006592258,12.819763106844588,7.5468034575129455
33,14.412313656802116,8.796883825257723,10.729808468121464,5.992751176607233
34,13.905467322885391,8.467144402627932,12.500633326819107,7.343041096308412
35,13.962403067773284,8.56298008535573,12.920883326918457,7.572433330781226
36,14.048374478931743,8.67747667060904,13.053771525703235,7.595982662442616
37,14.189319853190614,8.728701759418918,13.330891497541028,7.617878365326258
38,14.325584819653619,8.72287279583989,13.728287595876747,7.578051939474145
39,14.600879518096239,8.702526774665452,13.972500661806103,7.695435388868547
