frame,time_sec,neck_angle,confidence,trunk_length,neck_length,shoulder_width,is_flexion,is_extension,neck_forward_component,neck_up_component,coordinate_system_quality,error
229,7.633333333333334,-19.200155,1.0,0.3616168,0.32843846,0.3318249,False,True,-0.3211143,0.92210656,0.9936741,
230,7.666666666666667,-19.42991,1.0,0.36315402,0.3288015,0.33317125,False,True,-0.3252205,0.92197704,0.9947901,
231,7.7,-19.910805,1.0,0.36314797,0.3290047,0.3341921,False,True,-0.3324633,0.9178788,0.9939559,
232,7.733333333333333,-20.111347,1.0,0.3626757,0.32918897,0.33559108,False,True,-0.33496645,0.91477734,0.9917785,
233,7.766666666666667,-20.205276,1.0,0.3616218,0.32918602,0.33673617,False,True,-0.33621648,0.91354996,0.9886313,
234,7.8,-19.967237,1.0,0.36051857,0.32904753,0.33718315,False,True,-0.33188954,0.91348386,0.9854629,
235,7.833333333333333,-19.742548,1.0,0.3594253,0.32884848,0.33688736,False,True,-0.3275842,0.9127708,0.983323,
236,7.866666666666666,-20.419575,1.0,0.35845476,0.328751,0.33646932,False,True,-0.3386374,0.9096172,0.98267233,
237,7.9,-20.501028,1.0,0.35760424,0.32858986,0.33580768,False,True,-0.3401472,0.9097152,0.9806239,
238,7.933333333333334,-19.9696,1.0,0.35736898,0.32831007,0.3343217,False,True,-0.3320461,0.9137973,0.98059446,
239,7.966666666666667,-19.717487,1.0,0.3569249,0.32809475,0.33310997,False,True,-0.32803625,0.9152893,0.9797289,
240,8.0,-19.824781,1.0,0.35621053,0.32780138,0.33179715,False,True,-0.32971475,0.91457653,0.9784025,
241,8.033333333333333,-19.48107,1.0,0.35532606,0.32750842,0.32996672,False,True,-0.32444665,0.91717196,0.976099,
242,8.066666666666666,-19.401714,1.0,0.35453144,0.32717043,0.32826084,False,True,-0.32317019,0.91760373,0.97460824,
243,8.1,-19.6882,1.0,0.3538934,0.3268661,0.3259497,False,True,-0.32846713,0.9179687,0.97508705,
244,8.133333333333333,-19.094334,1.0,0.35403946,0.32678232,0.32470813,False,True,-0.3191524,0.92195195,0.97463304,
245,8.166666666666666,-18.248755,1.0,0.35417005,0.32674134,0.32360727,False,True,-0.30550072,0.9265277,0.9738447,
246,8.2,-16.476885,1.0,0.3544923,0.3267092,0.3222931,False,True,-0.2770552,0.93671024,0.97183555,
247,8.233333333333333,-15.242813,1.0,0.35472068,0.326729,0.32171494,False,True,-0.25669724,0.9420202,0.9693541,
248,8.266666666666667,-14.153639,1.0,0.35477245,0.3265732,0.32040817,False,False,-0.23867495,0.9464538,0.96860594,
249,8.3,-12.747697,1.0,0.35460111,0.3263347,0.31916055,False,False,-0.21497083,0.9502117,0.9689057,
250,8.333333333333334,-12.127016,1.0,0.3548705,0.32619992,0.31806538,False,False,-0.20541337,0.95596826,0.9694695,
251,8.366666666666667,-13.914747,1.0,0.35368678,0.32578456,0.31732455,False,False,-0.23564085,0.95113057,0.9676292,
252,8.4,-12.414803,1.0,0.3540613,0.32525054,0.31829253,False,False,-0.21053833,0.9564049,0.96880287,
253,8.433333333333334,-16.160852,1.0,0.35248482,0.32497242,0.31844106,False,True,-0.27330357,0.9431218,0.9695286,
254,8.466666666666667,-18.79914,1.0,0.35063708,0.32458547,0.3185814,False,True,-0.3165788,0.9299897,0.96895385,
255,8.5,-20.926586,1.0,0.34927765,0.32413554,0.31800506,False,True,-0.35040373,0.9163405,0.96831584,
256,8.533333333333333,-22.527224,1.0,0.34721428,0.32387573,0.31656557,False,True,-0.37588912,0.90625846,0.9638752,
257,8.566666666666666,-23.912857,1.0,0.345704,0.32355696,0.31547642,False,True,-0.39771384,0.8969488,0.9619883,
258,8.6,-23.770588,1.0,0.3441762,0.32333416,0.31174725,False,True,-0.39623874,0.8996439,0.9568941,
259,8.633333333333333,-23.931572,1.0,0.34287056,0.32300708,0.30796868,False,True,-0.39967716,0.90058255,0.95499873,
260,8.666666666666666,-25.328217,1.0,0.3413521,0.32274592,0.30566713,False,True,-0.4221564,0.89194155,0.9534466,
261,8.7,-27.058046,1.0,0.34112987,0.32233235,0.30868548,False,True,-0.448674,0.87837124,0.957709,
262,8.733333333333333,-28.798681,1.0,0.33978492,0.32214156,0.30962545,False,True,-0.47491932,0.8639221,0.95803493,
263,8.766666666666667,-29.64914,1.0,0.33838633,0.3219602,0.30977747,False,True,-0.4862129,0.85418284,0.9571877,
264,8.8,-29.169304,1.0,0.33715063,0.32183704,0.3090378,False,True,-0.4762733,0.8532638,0.95322186,
265,8.833333333333334,-27.103725,1.0,0.3379067,0.32128578,0.3075107,False,True,-0.44311017,0.8657743,0.95496356,
266,8.866666666666667,-26.791107,1.0,0.3359934,0.32111233,0.30612513,False,True,-0.43603992,0.8635453,0.9541079,
267,8.9,-25.7864,1.0,0.33509922,0.3211746,0.30487394,False,True,-0.4190566,0.8673855,0.95374507,
268,8.933333333333334,-26.067635,1.0,0.3335458,0.3210436,0.30382705,False,True,-0.42168355,0.86199534,0.95551777,
269,8.966666666666667,-25.450478,1.0,0.3329555,0.3209429,0.3033703,False,True,-0.41065356,0.86287165,0.9554934,
270,9.0,-22.826874,1.0,0.33441338,0.32085606,0.3024125,False,True,-0.3695603,0.8779962,0.956735,
271,9.033333333333333,-20.631311,1.0,0.33560073,0.3209532,0.30174196,False,True,-0.33612016,0.8927515,0.95775235,
272,9.066666666666666,-19.864527,1.0,0.33452326,0.32078612,0.30207136,False,True,-0.32278788,0.8934195,0.9556954,
273,9.1,-17.388617,1.0,0.33485097,0.32081538,0.30042067,False,True,-0.28407216,0.9071068,0.95571244,
274,9.133333333333333,-17.835709,1.0,0.3353588,0.32087284,0.30205184,False,True,-0.29246163,0.9089645,0.955585,
275,9.166666666666666,-20.838108,1.0,0.3349332,0.32075888,0.30536377,False,True,-0.34102297,0.89595366,0.9552194,
276,9.2,-22.931847,1.0,0.3345852,0.32092437,0.30779648,False,True,-0.37352565,0.8828896,0.9535888,
277,9.233333333333333,-22.752401,1.0,0.33566615,0.32134348,0.30918682,False,True,-0.37070772,0.88393366,0.95374954,
278,9.266666666666667,-19.94556,1.0,0.33590448,0.3219966,0.31210122,False,True,-0.3242768,0.89358395,0.95271486,
279,9.3,-16.943085,1.0,0.33634186,0.32267484,0.31376827,False,True,-0.27551103,0.90436804,0.95315444,
280,9.333333333333334,-14.455808,1.0,0.33788368,0.32325068,0.31492397,False,False,-0.23627606,0.91652733,0.9603357,
281,9.366666666666667,-13.132136,1.0,0.33863285,0.3237896,0.31498885,False,False,-0.21496351,0.92140925,0.96102905,
282,9.4,-12.343447,1.0,0.3384742,0.32405218,0.31405064,False,False,-0.20140164,0.9203577,0.9590478,
283,9.433333333333334,-11.629594,1.0,0.3389734,0.3243015,0.31353268,False,False,-0.18986624,0.9225368,0.9594765,
284,9.466666666666667,-13.552249,1.0,0.33708614,0.32448792,0.3122222,False,False,-0.21964069,0.91120785,0.94638336,
285,9.5,-12.884716,1.0,0.33511412,0.32432052,0.31230053,False,False,-0.20682834,0.9041682,0.9406261,
286,9.533333333333333,-8.740642,1.0,0.3356892,0.32443267,0.31760225,False,False,-0.14012593,0.9114028,0.94646513,
287,9.566666666666666,-4.558681,1.0,0.33600673,0.32463944,0.31827223,False,False,-0.073195726,0.91801834,0.9484872,
288,9.6,-3.643836,1.0,0.33829114,0.32476065,0.318391,False,False,-0.05935365,0.93201977,0.95799226,
289,9.633333333333333,-5.174146,1.0,0.33895645,0.3250802,0.316338,False,False,-0.0851082,0.93988013,0.96566355,
290,9.666666666666666,-3.5569515,1.0,0.34167522,0.32456082,0.3162239,False,False,-0.05962898,0.9592761,0.9808901,
291,9.7,-2.4981642,1.0,0.34262386,0.32450104,0.3156836,False,False,-0.042197257,0.96718717,0.9859428,
292,9.733333333333333,0.60586953,1.0,0.34420028,0.32455888,0.31503674,False,False,0.010342199,0.978003,0.98905796,
293,9.766666666666667,7.1608915,1.0,0.3458548,0.32433096,0.3080875,False,False,0.12286068,0.97791,0.9925826,
294,9.8,5.6807013,1.0,0.34491283,0.32448477,0.3096059,False,False,0.09751069,0.9802719,0.99107915,
295,9.833333333333334,8.907901,1.0,0.34601113,0.32470927,0.30898967,False,False,0.15380591,0.9812987,0.99146855,
296,9.866666666666667,11.1881075,1.0,0.34704804,0.32494307,0.30669954,False,False,0.19380225,0.97984016,0.98828375,
297,9.9,13.252231,1.0,0.34833255,0.32542053,0.30464855,False,False,0.22922151,0.973299,0.9854198,
298,9.933333333333334,13.374565,1.0,0.35122192,0.32621628,0.30507433,False,False,0.23075216,0.970507,0.98799497,
299,9.966666666666667,13.30807,1.0,0.35332856,0.3268707,0.30699816,False,False,0.22875308,0.96708506,0.99042517,
300,10.0,12.448008,1.0,0.35522458,0.32745907,0.3096718,False,False,0.21348667,0.9671285,0.99263597,
301,10.033333333333333,11.163914,1.0,0.35686433,0.32807288,0.31214884,False,False,0.19131164,0.9693983,0.99450403,
302,10.066666666666666,9.919145,1.0,0.35712,0.32821238,0.3144299,False,False,0.16993573,0.9717706,0.99538124,
303,10.1,9.050082,1.0,0.35779336,0.32849127,0.31588745,False,False,0.15455443,0.970328,0.9962804,
304,10.133333333333333,8.428293,1.0,0.35882282,0.32887435,0.31735313,False,False,0.14374302,0.9701107,0.9970689,
305,10.166666666666666,8.162967,1.0,0.35965812,0.3292882,0.3186294,False,False,0.13902038,0.9691715,0.9971167,
306,10.2,6.977275,1.0,0.3605664,0.32977718,0.32084054,False,False,0.11890836,0.9716166,0.996973,
307,10.233333333333333,5.363981,1.0,0.36212492,0.33045074,0.32279873,False,False,0.09150402,0.9745501,0.9971712,
308,10.266666666666667,4.5470757,1.0,0.36362448,0.33110318,0.3253383,False,False,0.07784122,0.9787842,0.99712837,
309,10.3,4.2847824,1.0,0.36511096,0.3317606,0.32760423,False,False,0.07343936,0.98019403,0.99759287,
310,10.333333333333334,4.1507764,1.0,0.36629826,0.33227152,0.32938588,False,False,0.07124239,0.98168254,0.99786824,
311,10.366666666666667,4.9419966,1.0,0.36706144,0.33254236,0.33030728,False,False,0.08500008,0.98301613,0.99789476,
312,10.4,4.797738,1.0,0.3675948,0.33259833,0.3305596,False,False,0.08257039,0.98377025,0.9980211,
313,10.433333333333334,4.242294,1.0,0.3680486,0.3325956,0.33036616,False,False,0.073058054,0.98490715,0.99793845,
314,10.466666666666667,3.0886247,1.0,0.36838835,0.3325742,0.33022332,False,False,0.053319767,0.98815423,0.99761677,
315,10.5,1.6776072,1.0,0.36867976,0.33258483,0.32986268,False,False,0.029072627,0.9926416,0.9963733,
316,10.533333333333333,1.5923709,1.0,0.36934707,0.332741,0.3293963,False,False,0.027665861,0.9952008,0.9964907,
317,10.566666666666666,2.4396527,1.0,0.36856627,0.33274966,0.32927728,False,False,0.04247843,0.99701226,0.9951423,
318,10.6,2.5649757,1.0,0.36843863,0.33254007,0.32926807,False,False,0.044675287,0.99727845,0.9968217,
319,10.633333333333333,1.9416549,1.0,0.36848372,0.33227798,0.3292224,False,False,0.03382435,0.9977316,0.99850297,
320,10.666666666666666,0.6870835,1.0,0.3689346,0.33230665,0.32906643,False,False,0.011974888,0.998536,0.99929464,
321,10.7,0.92663604,1.0,0.3695602,0.3326693,0.32958946,False,False,0.01615849,0.9990249,0.9998042,
322,10.733333333333333,2.421498,1.0,0.36970156,0.33279416,0.33001304,False,False,0.04221899,0.99836105,0.99999684,
323,10.766666666666667,3.0357456,1.0,0.37073326,0.33318403,0.33054757,False,False,0.052912384,0.9977182,0.9999251,
324,10.8,4.48914,1.0,0.3709637,0.3331784,0.3313423,False,False,0.078184485,0.9958412,0.9995789,
325,10.833333333333334,4.752654,1.0,0.37049556,0.33309734,0.33220676,False,False,0.08276756,0.99551743,0.99931896,
326,10.866666666666667,4.619106,1.0,0.36916837,0.3327503,0.33333108,False,False,0.08043687,0.9955831,0.9992495,
327,10.9,2.3152554,1.0,0.36800072,0.33173344,0.33419484,False,False,0.040352263,0.99805653,0.99903446,
328,10.933333333333334,-1.4759774,1.0,0.3679408,0.33104473,0.33418116,False,False,-0.025712479,0.9979086,0.9983471,
329,10.966666666666667,-3.6814828,1.0,0.36753693,0.33037585,0.33349606,False,False,-0.064061984,0.9956392,0.9972609,
330,11.0,-6.9215064,1.0,0.36682788,0.32963336,0.3333103,False,False,-0.12001875,0.98866975,0.9958446,
331,11.033333333333333,-10.698108,1.0,0.3656012,0.32862407,0.33335963,False,False,-0.18449053,0.9765653,0.99472433,
332,11.066666666666666,-14.484781,1.0,0.3642658,0.3276698,0.3331878,False,False,-0.24794659,0.95978993,0.99340427,
333,11.1,-19.922663,1.0,0.36246425,0.3268248,0.3324073,False,True,-0.33686456,0.92942923,0.9905736,
334,11.133333333333333,-24.471668,1.0,0.36062953,0.3265055,0.3319535,False,True,-0.40860352,0.8977747,0.9898558,
335,11.166666666666666,-27.393288,1.0,0.35899508,0.32680646,0.33181676,False,True,-0.4535768,0.87528926,0.9919444,
336,11.2,-28.044361,1.0,0.35799778,0.32695052,0.33146513,False,True,-0.4637766,0.87061006,0.99455833,
337,11.233333333333333,-27.341429,1.0,0.35725936,0.32660878,0.33070967,False,True,-0.45381737,0.8776973,0.99689925,
338,11.266666666666667,-26.930902,1.0,0.35562015,0.3262923,0.32958293,False,True,-0.44698235,0.8798738,0.99775225,
339,11.3,-27.791342,1.0,0.35091278,0.32514146,0.32596344,False,True,-0.4594629,0.8717682,0.99904364,
340,11.333333333333334,-25.456501,1.0,0.35076505,0.32450908,0.32465306,False,True,-0.4227587,0.8880665,0.99969053,
341,11.366666666666667,-22.728094,1.0,0.35144532,0.32426777,0.32404825,False,True,-0.378446,0.9034597,0.9997191,
342,11.4,-21.179209,1.0,0.35199627,0.32443067,0.32409978,False,True,-0.35254258,0.90988815,0.999726,
343,11.433333333333334,-19.60274,1.0,0.35269514,0.32478312,0.3244519,False,True,-0.3262553,0.91609263,0.99970764,
344,11.466666666666667,-16.007786,1.0,0.35349527,0.3246004,0.3245394,False,True,-0.26873723,0.9367176,0.9999058,
345,11.5,-13.590271,1.0,0.3538965,0.3245412,0.32475936,False,False,-0.22865924,0.9458667,0.9998816,
346,11.533333333333333,-12.219653,1.0,0.35413775,0.3245207,0.32529408,False,False,-0.2056922,0.94978666,0.9999489,
347,11.566666666666666,-13.694638,1.0,0.35432076,0.32512152,0.32609156,False,False,-0.22985624,0.9432918,0.99993324,
348,11.6,-12.892925,1.0,0.35466105,0.32544586,0.32671046,False,False,-0.21610695,0.9441081,0.9999979,
349,11.633333333333333,-10.14042,1.0,0.3551757,0.3255524,0.32722005,False,False,-0.16983813,0.9495852,0.9999987,
350,11.666666666666666,-8.070892,1.0,0.35572132,0.32577863,0.3275354,False,False,-0.13474372,0.950219,0.9999907,
351,11.7,-6.202411,1.0,0.3555721,0.32554737,0.32711157,False,False,-0.10324264,0.9499923,0.99989253,
352,11.733333333333333,-5.7257347,1.0,0.35486314,0.32515764,0.32647252,False,False,-0.09437597,0.9412472,0.99989533,
353,11.766666666666667,-4.7607627,1.0,0.35370702,0.32453,0.3253522,False,False,-0.077062696,0.9253141,1.0,
354,11.8,-5.063504,1.0,0.3528643,0.32436955,0.32451808,False,False,-0.081127115,0.9155979,0.9999912,
355,11.833333333333334,-2.9761696,1.0,0.35182303,0.3241074,0.32331705,False,False,-0.04770796,0.91762435,0.99993914,
356,11.866666666666667,0.41718525,1.0,0.3503548,0.32399473,0.32100537,False,False,0.006688565,0.91858417,0.9992449,
357,11.9,-0.6688899,1.0,0.35055897,0.32493442,0.32009137,False,False,-0.01067099,0.9140142,0.9989749,
358,11.933333333333334,-0.10247023,1.0,0.35090044,0.32554886,0.31980336,False,False,-0.0016400889,0.9170475,0.9989945,
359,11.966666666666667,-0.19846857,1.0,0.35288137,0.32727158,0.31966904,False,False,-0.003174834,0.9165373,0.9987159,
360,12.0,-0.40574548,1.0,0.35584408,0.32942057,0.31870916,False,False,-0.0065351464,0.92282,0.9985024,
361,12.033333333333333,-2.667384,1.0,0.35854712,0.33071023,0.3204354,False,False,-0.044356905,0.952104,0.99992937,
362,12.066666666666666,-3.704416,1.0,0.35876915,0.33076042,0.31955767,False,False,-0.06264135,0.96751624,0.9996893,
363,12.1,-3.659509,1.0,0.35618213,0.32943788,0.32059655,False,False,-0.06262487,0.9791642,0.998076,
364,12.133333333333333,-8.115043,1.0,0.35570472,0.32911184,0.31928375,False,False,-0.1399814,0.98171276,0.9956076,
365,12.166666666666666,-10.728201,1.0,0.3562027,0.32908818,0.31524098,False,False,-0.18530118,0.9780399,0.9966064,
366,12.2,-12.37141,1.0,0.35799026,0.32984418,0.3143693,False,False,-0.21389623,0.9751757,0.99694693,
367,12.233333333333333,-14.600241,1.0,0.3579698,0.3301657,0.3157451,False,False,-0.25207263,0.9677051,0.9953535,
368,12.266666666666667,-13.927861,1.0,0.3527483,0.32856464,0.31493357,False,False,-0.24005412,0.9679948,0.98200047,
369,12.3,-14.024759,1.0,0.35155228,0.32971913,0.31324333,False,False,-0.24026285,0.9618707,0.9757285,
370,12.333333333333334,-13.255427,1.0,0.35268068,0.33058327,0.31329238,False,False,-0.22691745,0.96327484,0.9786407,
371,12.366666666666667,-13.438669,1.0,0.3556458,0.33112314,0.313261,False,False,-0.23040612,0.96425635,0.9839171,
372,12.4,-15.212717,1.0,0.35637644,0.3316329,0.31745085,False,True,-0.26001778,0.9561855,0.9833033,
373,12.433333333333334,-16.964468,1.0,0.3581174,0.33276558,0.31442162,False,True,-0.2894642,0.948899,0.9844162,
374,12.466666666666667,-18.267683,1.0,0.36036456,0.3335572,0.31428772,False,True,-0.31122708,0.94284725,0.9858039,
375,12.5,-19.839542,1.0,0.36065474,0.3338014,0.31672648,False,True,-0.33697808,0.9339696,0.98483443,
376,12.533333333333333,-20.583454,1.0,0.36123294,0.3333277,0.31897452,False,True,-0.34930044,0.9301142,0.9843446,
377,12.566666666666666,-20.001728,1.0,0.3628174,0.33366463,0.32010955,False,True,-0.33953777,0.9327848,0.98461163,
378,12.6,-17.80059,1.0,0.3642428,0.3338551,0.32335892,False,True,-0.30332902,0.94472575,0.9861874,
379,12.633333333333333,-17.01866,1.0,0.3653364,0.33373848,0.31850773,False,True,-0.2906394,0.9495324,0.9865723,
380,12.666666666666666,-18.489553,1.0,0.36575064,0.33354643,0.32368657,False,True,-0.3153446,0.94303703,0.987554,
381,12.7,-20.91785,1.0,0.36491,0.3333939,0.32635993,False,True,-0.35530517,0.9295831,0.98479414,
382,12.733333333333333,-21.66763,1.0,0.3655871,0.33327705,0.3257931,False,True,-0.36805663,0.9264085,0.98560923,
383,12.766666666666667,-18.729488,1.0,0.36624882,0.33306968,0.33050466,False,True,-0.32035553,0.944848,0.989406,
384,12.8,-20.055992,1.0,0.36643657,0.33284438,0.32678556,False,True,-0.34229842,0.9376052,0.9878373,
385,12.833333333333334,-22.08213,1.0,0.36670992,0.33259657,0.32428336,False,True,-0.37528658,0.9250469,0.9883865,
386,12.866666666666667,-23.99766,1.0,0.36560068,0.33267808,0.32417879,False,True,-0.40620607,0.912454,0.984695,
387,12.9,-23.900026,1.0,0.36448127,0.3326761,0.3222872,False,True,-0.40491098,0.9137324,0.9816479,
388,12.933333333333334,-22.638987,1.0,0.36457178,0.33252737,0.3199809,False,True,-0.38485512,0.9227846,0.9805228,
389,12.966666666666667,-21.822403,1.0,0.36565065,0.33259463,0.31824324,False,True,-0.37172687,0.92833054,0.98156387,
390,13.0,-22.402655,1.0,0.36471292,0.3323442,0.31690887,False,True,-0.3810996,0.9244954,0.98049384,
391,13.033333333333333,-21.80645,1.0,0.36445004,0.33223978,0.3145657,False,True,-0.37147123,0.92844117,0.9804863,
392,13.066666666666666,-15.828426,1.0,0.36634305,0.33216965,0.31738386,False,True,-0.27260524,0.9615453,0.9868627,
393,13.1,-16.11733,1.0,0.36673492,0.3324717,0.31420755,False,True,-0.2774374,0.96011436,0.984461,
394,13.133333333333333,-21.26368,1.0,0.36694875,0.33272424,0.30357185,False,True,-0.36251318,0.9315426,0.9785538,
395,13.166666666666666,-24.23364,1.0,0.36757687,0.33288682,0.29652852,False,True,-0.41026375,0.9114465,0.9748386,
396,13.2,-27.35055,1.0,0.36741632,0.33294386,0.2935448,False,True,-0.45927095,0.88789815,0.96987695,
397,13.233333333333333,-30.33734,1.0,0.3669574,0.3329986,0.29158983,False,True,-0.5048365,0.86263305,0.96834445,
398,13.266666666666667,-32.627995,1.0,0.36749074,0.3329541,0.2917765,False,True,-0.5385533,0.84120655,0.97015417,
399,13.3,-34.237522,1.0,0.36832917,0.333122,0.29064998,False,True,-0.5610429,0.8243876,0.97423166,
400,13.333333333333334,-34.771816,1.0,0.36938548,0.3331071,0.29059577,False,True,-0.5682941,0.81852686,0.97739667,
401,13.366666666666667,-34.11944,1.0,0.36868364,0.33296508,0.28599584,False,True,-0.5564063,0.8212084,0.9822587,
402,13.4,-32.69391,1.0,0.3696769,0.332715,0.28648826,False,True,-0.5344325,0.8326588,0.9859853,
403,13.433333333333334,-32.510925,1.0,0.3702063,0.33257332,0.28888574,False,True,-0.53043634,0.8322679,0.9880945,
404,13.466666666666667,-32.746723,1.0,0.3700899,0.33239415,0.29089737,False,True,-0.5326121,0.8281423,0.99021316,
405,13.5,-32.578884,1.0,0.37058532,0.3322294,0.2947776,False,True,-0.5294739,0.82858783,0.9927534,
406,13.533333333333333,-33.2011,1.0,0.3704218,0.332061,0.30014035,False,True,-0.53896564,0.82359123,0.99251235,
407,13.566666666666666,-32.569054,1.0,0.37051207,0.33196786,0.3077529,False,True,-0.5317668,0.83249086,0.98662466,
408,13.6,-32.34516,1.0,0.37048477,0.3320001,0.31517023,False,True,-0.5293668,0.83591586,0.9836961,
409,13.633333333333333,-33.27594,1.0,0.37065253,0.33218917,0.3199314,False,True,-0.5432652,0.8277996,0.98219424,
410,13.666666666666666,-33.514183,1.0,0.3711681,0.33230224,0.32633284,False,True,-0.54729384,0.82642615,0.9847647,
411,13.7,-33.367935,1.0,0.37129572,0.33247724,0.33062887,False,True,-0.5471134,0.83075225,0.985918,
412,13.733333333333333,-33.524677,1.0,0.3716487,0.3327411,0.33360466,False,True,-0.5505903,0.8310732,0.9856567,
413,13.766666666666667,-31.77781,1.0,0.37135714,0.33292958,0.3340348,False,True,-0.52604556,0.8491588,0.9851545,
414,13.8,-30.176895,1.0,0.37097648,0.33309445,0.33340228,False,True,-0.5025204,0.8642178,0.9859796,
415,13.833333333333334,-29.691185,1.0,0.37085044,0.33310375,0.33450997,False,True,-0.4952768,0.86862314,0.9863092,
416,13.866666666666667,-29.038565,1.0,0.37045756,0.3331101,0.33464,False,True,-0.48539716,0.87429124,0.9863074,
417,13.9,-28.457323,1.0,0.3701759,0.33306992,0.33558193,False,True,-0.47649583,0.8791571,0.9874336,
418,13.933333333333334,-27.55687,1.0,0.36974013,0.33303753,0.3361317,False,True,-0.4625887,0.8864752,0.98893607,
419,13.966666666666667,-28.24529,1.0,0.36962402,0.33310738,0.33662933,False,True,-0.4731152,0.8806837,0.9865034,
420,14.0,-29.339848,1.0,0.3698926,0.33323726,0.3372905,False,True,-0.48969024,0.8711974,0.9811014,
421,14.033333333333333,-29.754177,1.0,0.37006235,0.33332497,0.3379558,False,True,-0.49588555,0.86747295,0.9774332,
422,14.066666666666666,-30.72532,1.0,0.37019888,0.33346245,0.33954695,False,True,-0.5105801,0.85904986,0.9735117,
423,14.1,-30.495296,1.0,0.37047818,0.33357415,0.34031108,False,True,-0.5070807,0.86101365,0.9728199,
424,14.133333333333333,-29.958298,1.0,0.37096152,0.33368662,0.34046945,False,True,-0.4990108,0.86576664,0.9745769,
425,14.166666666666666,-29.529287,1.0,0.3713668,0.33380213,0.34028986,False,True,-0.49247938,0.8694171,0.97609174,
426,14.2,-29.30729,1.0,0.3715502,0.33392555,0.34007514,False,True,-0.4889787,0.87109005,0.9761464,
427,14.233333333333333,-28.916498,1.0,0.37178925,0.33400074,0.33956462,False,True,-0.48289075,0.87416,0.97688854,
428,14.266666666666667,-29.413324,1.0,0.3718137,0.33409432,0.33914414,False,True,-0.49021873,0.86952513,0.9756838,
429,14.3,-29.896147,1.0,0.37188545,0.33417493,0.33887193,False,True,-0.49739057,0.8651233,0.9747376,
430,14.333333333333334,-30.999325,1.0,0.3719733,0.33427864,0.33904973,False,True,-0.5140221,0.8554992,0.97447073,
431,14.366666666666667,-30.913488,1.0,0.37216428,0.33435413,0.3385741,False,True,-0.5123321,0.8555873,0.9751461,
432,14.4,-30.85352,1.0,0.37246016,0.3344884,0.33781755,False,True,-0.5109501,0.8553092,0.97624284,
433,14.433333333333334,-31.11741,1.0,0.37258753,0.33462203,0.33715037,False,True,-0.51436085,0.8520801,0.9763524,
434,14.466666666666667,-31.039715,1.0,0.3730746,0.33472568,0.33658555,False,True,-0.51323485,0.8528266,0.9778565,
435,14.5,-30.801144,1.0,0.37366265,0.3348308,0.33601022,False,True,-0.50979644,0.85515267,0.9791166,
436,14.533333333333333,-29.95329,1.0,0.3742765,0.33488274,0.3351399,False,True,-0.49709153,0.86261094,0.98038936,
437,14.566666666666666,-28.746199,1.0,0.3748242,0.33488458,0.33467388,False,True,-0.47882283,0.87291604,0.98202163,
438,14.6,-27.39614,1.0,0.37516958,0.33479962,0.33461988,False,True,-0.45831704,0.884329,0.9846282,
439,14.633333333333333,-27.741009,1.0,0.3749753,0.33474305,0.3339257,False,True,-0.4635246,0.88135093,0.98354405,
440,14.666666666666666,-28.804024,1.0,0.37485334,0.33470988,0.3333235,False,True,-0.4800206,0.873009,0.98228645,
441,14.7,-29.054377,1.0,0.37485343,0.3346362,0.33333626,False,True,-0.48399097,0.8711918,0.9833487,
442,14.733333333333333,-29.736132,1.0,0.3744285,0.33443308,0.33422008,False,True,-0.4942774,0.8652921,0.98518914,
443,14.766666666666667,-29.831059,1.0,0.3740275,0.3342392,0.33455384,False,True,-0.49543795,0.8639971,0.9862349,
444,14.8,-29.333332,1.0,0.37400484,0.3341578,0.33433017,False,True,-0.48762608,0.8677562,0.9875226,
445,14.833333333333334,-29.206366,1.0,0.3739021,0.33407262,0.33472762,False,True,-0.48550582,0.8684837,0.9889069,
446,14.866666666666667,-28.797022,1.0,0.37368774,0.3339325,0.33477736,False,True,-0.4789411,0.8712979,0.9900418,
447,14.9,-28.254513,1.0,0.37359947,0.33382374,0.33447152,False,True,-0.47042426,0.8753367,0.99125713,
448,14.933333333333334,-26.838188,1.0,0.37368116,0.333761,0.33390465,False,True,-0.44827643,0.8859686,0.9923736,
449,14.966666666666667,-25.548185,1.0,0.37357125,0.33372417,0.3332827,False,True,-0.42786258,0.8950945,0.9926182,
450,15.0,-24.445051,1.0,0.3734665,0.33371192,0.33285436,False,True,-0.41021088,0.902418,0.9925327,
451,15.033333333333333,-24.154549,1.0,0.37300166,0.33369732,0.33306727,False,True,-0.4050873,0.9032757,0.99095315,
452,15.066666666666666,-24.312517,1.0,0.37262294,0.33374375,0.3337437,False,True,-0.40751675,0.902024,0.98980886,
453,15.1,-24.165707,1.0,0.37249362,0.3338273,0.33407944,False,True,-0.40539953,0.90350074,0.98912656,
454,15.133333333333333,-24.049864,1.0,0.37244934,0.33384436,0.33443838,False,True,-0.4038545,0.90495163,0.98915845,
455,15.166666666666666,-23.567188,1.0,0.37271065,0.3338562,0.33368114,False,True,-0.3965732,0.909139,0.98979175,
456,15.2,-23.791357,1.0,0.3728447,0.33394417,0.33293036,False,True,-0.40041247,0.90822756,0.989329,
457,15.233333333333333,-25.062243,1.0,0.37287584,0.33406362,0.3326257,False,True,-0.42094576,0.9001667,0.9883852,
458,15.266666666666667,-25.895945,1.0,0.37289277,0.33410844,0.33241558,False,True,-0.43443188,0.89483833,0.98762685,
459,15.3,-25.521713,1.0,0.37345213,0.33412004,0.33318928,False,True,-0.42917398,0.89890504,0.9899787,
