frame,time_sec,neck_angle,confidence,trunk_length,neck_length,shoulder_width,is_flexion,is_extension,neck_forward_component,neck_up_component,coordinate_system_quality,error
64,2.1333333333333333,-21.726582,1.0,0.36001113,0.31961748,0.3452139,False,True,-0.3389761,0.85066026,0.99473166,
65,2.1666666666666665,-20.657999,1.0,0.36039594,0.31979278,0.34440085,False,True,-0.32136825,0.8523655,0.9937603,
66,2.2,-18.480053,1.0,0.3608781,0.32001498,0.34310672,False,True,-0.288271,0.862549,0.99289256,
67,2.2333333333333334,-16.99487,1.0,0.36093998,0.3200309,0.341832,False,True,-0.26350662,0.8621674,0.9901429,
68,2.2666666666666666,-15.168625,1.0,0.36101425,0.32004517,0.3404653,False,True,-0.23219025,0.8564554,0.9857585,
69,2.3,-12.805194,1.0,0.36113727,0.32011706,0.3387374,False,False,-0.19486307,0.85733324,0.98177135,
70,2.3333333333333335,-11.776715,1.0,0.36116666,0.32028967,0.3373542,False,False,-0.17908213,0.8589614,0.9791358,
71,2.3666666666666667,-10.940738,1.0,0.36126408,0.32044476,0.33622685,False,False,-0.16668856,0.862299,0.97731906,
72,2.4,-11.257258,1.0,0.3611698,0.32067645,0.33603632,False,False,-0.17210901,0.86467785,0.9763268,
73,2.433333333333333,-12.743775,1.0,0.36060518,0.3210414,0.33637378,False,False,-0.1950677,0.86251044,0.9755244,
74,2.466666666666667,-13.291635,1.0,0.36039945,0.32117015,0.33641633,False,False,-0.20379665,0.86268306,0.9749491,
75,2.5,-13.406393,1.0,0.36047575,0.32127377,0.33620298,False,False,-0.20632422,0.86563,0.97493833,
76,2.533333333333333,-13.573079,1.0,0.36075416,0.32140797,0.3360695,False,False,-0.20941126,0.8673853,0.9752381,
77,2.566666666666667,-14.037531,1.0,0.36087984,0.32155296,0.33601758,False,False,-0.21681473,0.867176,0.9748509,
78,2.6,-14.8971815,1.0,0.36096203,0.3218297,0.33609813,False,False,-0.23044066,0.86623114,0.9742302,
79,2.6333333333333333,-14.704353,1.0,0.36156163,0.32204223,0.3359971,False,False,-0.22796872,0.8686961,0.97418505,
80,2.6666666666666665,-15.0209875,1.0,0.36196905,0.32232222,0.33599746,False,True,-0.23323867,0.86918485,0.9736552,
81,2.7,-15.312769,1.0,0.36233026,0.32263127,0.3360335,False,True,-0.23790124,0.8688596,0.9731414,
82,2.7333333333333334,-15.614541,1.0,0.36263424,0.32295346,0.3362122,False,True,-0.24283719,0.8688936,0.972747,
83,2.7666666666666666,-15.594238,1.0,0.36312792,0.32322335,0.33619332,False,True,-0.24276397,0.86982054,0.97338027,
84,2.8,-16.160816,1.0,0.36332515,0.3234938,0.33642852,False,True,-0.25183892,0.8690531,0.9755799,
85,2.8333333333333335,-16.76529,1.0,0.36350167,0.3238013,0.33664468,False,True,-0.26220074,0.870356,0.9787009,
86,2.8666666666666667,-16.93688,1.0,0.36391094,0.32409215,0.33682013,False,True,-0.26589563,0.8731445,0.98154634,
87,2.9,-16.838633,1.0,0.3643908,0.32440403,0.3369564,False,True,-0.26555678,0.87742776,0.9826757,
88,2.933333333333333,-16.241665,1.0,0.36503375,0.3246269,0.33697227,False,True,-0.25656915,0.8807257,0.98353004,
89,2.966666666666667,-16.182392,1.0,0.36532032,0.32484868,0.3371493,False,True,-0.25572255,0.8812134,0.9838693,
90,3.0,-16.159367,1.0,0.36556265,0.3250571,0.3373589,False,True,-0.25554958,0.8819415,0.9843082,
91,3.033333333333333,-16.09859,1.0,0.36576873,0.32522666,0.33749518,False,True,-0.25447026,0.8817142,0.9839488,
92,3.066666666666667,-16.07904,1.0,0.36585987,0.325324,0.33762398,False,True,-0.25403437,0.88133264,0.98423976,
93,3.1,-16.331553,1.0,0.36557895,0.3253666,0.3378507,False,True,-0.25770625,0.8794884,0.98553365,
94,3.1333333333333333,-16.252142,1.0,0.36526415,0.32533047,0.33778238,False,True,-0.2565365,0.8800144,0.986975,
95,3.1666666666666665,-16.297333,1.0,0.36500525,0.32534096,0.33765283,False,True,-0.25734532,0.88020444,0.9883507,
96,3.2,-16.148552,1.0,0.36474437,0.3253416,0.33738905,False,True,-0.2551944,0.8813379,0.9897377,
97,3.2333333333333334,-15.603517,1.0,0.36443222,0.32533383,0.33702698,False,True,-0.24697632,0.88436013,0.9908548,
98,3.2666666666666666,-14.775963,1.0,0.36419296,0.32535604,0.33655977,False,False,-0.23472986,0.88992834,0.99202305,
99,3.3,-13.737134,1.0,0.36404938,0.3253429,0.33596995,False,False,-0.21910684,0.8962874,0.99276507,
100,3.3333333333333335,-12.97599,1.0,0.3637414,0.32539362,0.33517358,False,False,-0.20790438,0.9022576,0.9941018,
101,3.3666666666666667,-12.229798,1.0,0.3634901,0.3255402,0.33425733,False,False,-0.19673257,0.90763855,0.99543124,
102,3.4,-10.988314,1.0,0.36357212,0.32553166,0.3333559,False,False,-0.17724676,0.9128495,0.9970072,
103,3.433333333333333,-11.128184,1.0,0.3624627,0.32540992,0.33295318,False,False,-0.1789481,0.9097371,0.9978812,
104,3.466666666666667,-10.359554,1.0,0.3617349,0.32506412,0.33233777,False,False,-0.1677717,0.9177644,0.99949914,
105,3.5,-10.700628,1.0,0.3605945,0.3253388,0.33147433,False,False,-0.174326,0.9225388,0.9999998,
106,3.533333333333333,-10.377598,1.0,0.36016762,0.32610595,0.3305416,False,False,-0.17032605,0.93008167,0.99941695,
107,3.566666666666667,-6.7122216,1.0,0.36370713,0.32695478,0.32820052,False,False,-0.11137019,0.9463071,0.9978539,
108,3.6,-2.9086635,1.0,0.3658339,0.32738274,0.32659936,False,False,-0.048760083,0.9596664,0.9949137,
109,3.6333333333333333,0.2960105,1.0,0.36756968,0.32834205,0.3267037,False,False,0.0049865693,0.96519154,0.99180055,
110,3.6666666666666665,5.2756357,1.0,0.37006032,0.32916752,0.32660592,False,False,0.08867798,0.96035945,0.99136305,
111,3.7,13.30281,1.0,0.37157276,0.3296427,0.3259379,False,False,0.2204561,0.93239063,0.99193037,
112,3.7333333333333334,22.624344,1.0,0.37006846,0.32924303,0.32382432,True,False,0.36514086,0.8761451,0.990757,
113,3.7666666666666666,31.73726,1.0,0.36733016,0.3281384,0.32106915,True,False,0.49049997,0.79303306,0.9903465,
114,3.8,39.162117,1.0,0.36271217,0.32670394,0.31878182,True,False,0.5827287,0.71546125,0.9861551,
115,3.8333333333333335,44.275333,1.0,0.35922098,0.3256445,0.3138736,True,False,0.6370961,0.65341914,0.9825535,
116,3.8666666666666667,49.036385,1.0,0.35634503,0.32442647,0.3082695,True,False,0.6764368,0.5872637,0.97979623,
117,3.9,51.532185,1.0,0.35258555,0.32354516,0.3048057,True,False,0.69601834,0.5529999,0.97566295,
118,3.933333333333333,54.290905,1.0,0.34863755,0.32225776,0.3014087,True,False,0.7088451,0.50952744,0.9718988,
119,3.966666666666667,55.273476,1.0,0.34379,0.32152337,0.2975113,True,False,0.7085577,0.49111402,0.9670924,
120,4.0,53.292263,1.0,0.3420293,0.32092053,0.29419982,True,False,0.6935216,0.5170807,0.96377397,
121,4.033333333333333,45.68303,1.0,0.34215185,0.32005864,0.2931841,True,False,0.63158643,0.6167047,0.96459377,
122,4.066666666666666,35.68409,1.0,0.34346265,0.3185526,0.29617733,True,False,0.5187301,0.7223125,0.9672593,
123,4.1,26.614834,1.0,0.3419767,0.31858385,0.2998025,True,False,0.40357095,0.80539167,0.971184,
124,4.133333333333334,20.466785,1.0,0.3435805,0.31866035,0.3020399,True,False,0.31408164,0.8415363,0.97869134,
125,4.166666666666667,17.218712,1.0,0.34393093,0.31852055,0.30430532,True,False,0.26683122,0.8609969,0.9819063,
126,4.2,16.1435,1.0,0.34311545,0.31766474,0.30657867,True,False,0.25189605,0.8702341,0.9824758,
127,4.233333333333333,13.70425,1.0,0.34206912,0.31744543,0.3090043,False,False,0.21920595,0.89892906,0.9770053,
128,4.266666666666667,12.014087,1.0,0.3408863,0.3181833,0.31013814,False,False,0.19768149,0.9288952,0.971614,
129,4.3,10.3376255,1.0,0.3432555,0.31904674,0.31100264,False,False,0.17198427,0.9428483,0.97759753,
130,4.333333333333333,9.850484,1.0,0.35035524,0.32004213,0.31101286,False,False,0.16288866,0.93809587,0.9921466,
131,4.366666666666666,11.250671,1.0,0.35363963,0.3217679,0.31376714,False,False,0.18742234,0.94217795,0.9954285,
132,4.4,11.990442,1.0,0.35729256,0.32324547,0.31624767,False,False,0.1990934,0.93742967,0.9984837,
133,4.433333333333334,10.411688,1.0,0.36005494,0.324325,0.31999585,False,False,0.1728989,0.94097084,0.99944884,
134,4.466666666666667,8.37549,1.0,0.36164138,0.32499236,0.322346,False,False,0.1397853,0.9494344,0.9996898,
135,4.5,6.350471,1.0,0.36313084,0.3257319,0.32256976,False,False,0.1067601,0.9592728,0.9996749,
136,4.533333333333333,5.5418344,1.0,0.3643033,0.32648706,0.32304394,False,False,0.0938887,0.9676652,0.9995615,
137,4.566666666666666,4.765872,1.0,0.36509654,0.3270736,0.3247973,False,False,0.08123829,0.97440106,0.9994326,
138,4.6,2.3588128,1.0,0.36587027,0.32755977,0.32662067,False,False,0.040493526,0.9830357,0.9992057,
139,4.633333333333334,1.4010338,1.0,0.36581585,0.32795602,0.32917017,False,False,0.024148792,0.9873767,0.9982836,
140,4.666666666666667,0.61240906,1.0,0.36671284,0.32851806,0.33135763,False,False,0.010563143,0.988229,0.9981368,
141,4.7,-0.6175152,1.0,0.36813626,0.32908338,0.3331957,False,False,-0.010647997,0.9879297,0.99893415,
142,4.733333333333333,-3.0884101,1.0,0.37074906,0.3298955,0.33509678,False,False,-0.05320336,0.98606557,0.9999857,
143,4.766666666666667,-4.260513,1.0,0.37250662,0.33090594,0.3329038,False,False,-0.07346659,0.9861639,0.9997796,
144,4.8,-5.3014994,1.0,0.37481204,0.33200553,0.3308128,False,False,-0.09134805,0.98442197,0.9999908,
145,4.833333333333333,-6.3316193,1.0,0.37769222,0.33329892,0.33376384,False,False,-0.10874984,0.98008454,0.9986257,
146,4.866666666666666,-7.728935,1.0,0.3795596,0.3342504,0.33620864,False,False,-0.13264945,0.97737885,0.99565816,
147,4.9,-8.287598,1.0,0.38209513,0.335889,0.33802623,False,False,-0.1423977,0.9775821,0.9942149,
148,4.933333333333334,-7.0657554,1.0,0.38381448,0.33700308,0.33965367,False,False,-0.12181905,0.9828105,0.9946818,
149,4.966666666666667,-5.14469,1.0,0.38489723,0.33797562,0.34127456,False,False,-0.089014426,0.988677,0.996675,
150,5.0,-3.6143565,1.0,0.38537896,0.33852118,0.34304038,False,False,-0.06264795,0.99179494,0.9975319,
151,5.033333333333333,-2.7611732,1.0,0.38527557,0.33887538,0.3437658,False,False,-0.047936015,0.993927,0.9985127,
152,5.066666666666666,-2.1008265,1.0,0.3848162,0.33873692,0.34349787,False,False,-0.036514323,0.9954077,0.9983173,
153,5.1,-1.0730786,1.0,0.3837174,0.3382342,0.34223682,False,False,-0.01867531,0.9970297,0.9987535,
154,5.133333333333334,0.4498807,1.0,0.37997124,0.33673763,0.33845183,False,False,0.007846987,0.9993538,0.9999201,
155,5.166666666666667,0.6717881,1.0,0.37842178,0.33577573,0.33666003,False,False,0.011722185,0.9997214,0.9995769,
156,5.2,1.5548722,1.0,0.37703538,0.3352665,0.3373912,False,False,0.027133856,0.9996151,0.9994953,
157,5.233333333333333,4.461381,1.0,0.37554285,0.3351513,0.3384184,False,False,0.07773812,0.9963418,0.9996697,
158,5.266666666666667,4.3898683,1.0,0.37414867,0.33499306,0.34047297,False,False,0.07628099,0.99365693,0.99926406,
159,5.3,6.4490495,1.0,0.37369275,0.33475524,0.34046736,False,False,0.11185784,0.9895867,0.9989413,
160,5.333333333333333,7.97402,1.0,0.37338388,0.33436745,0.34025595,False,False,0.1382205,0.9867362,0.9991968,
161,5.366666666666666,10.04029,1.0,0.37252635,0.3340283,0.33927017,False,False,0.17371228,0.9811364,0.99944735,
162,5.4,11.785174,1.0,0.37288967,0.33404785,0.3367173,False,False,0.20364356,0.97604835,0.9999676,
163,5.433333333333334,9.619682,1.0,0.3740091,0.3340502,0.33801916,False,False,0.16649097,0.9823014,0.99960136,
164,5.466666666666667,8.511024,1.0,0.37439007,0.33396122,0.33797842,False,False,0.14721495,0.98374325,0.99918187,
165,5.5,8.417692,1.0,0.37452778,0.33382085,0.33793613,False,False,0.14550893,0.9832834,0.9984471,
166,5.533333333333333,6.9975142,1.0,0.3748452,0.3334369,0.3385425,False,False,0.12110482,0.9866734,0.99764836,
167,5.566666666666666,5.5505686,1.0,0.37321815,0.33237773,0.3377498,False,False,0.09596072,0.98745435,0.99870384,
168,5.6,3.83426,1.0,0.37102464,0.33115983,0.3373326,False,False,0.066087045,0.9860714,0.9995673,
169,5.633333333333334,3.152174,1.0,0.36712313,0.3301547,0.33959863,False,False,0.053776428,0.9764857,0.99994487,
170,5.666666666666667,2.1496685,1.0,0.36403567,0.32941106,0.34041455,False,False,0.03637787,0.9691355,0.9999361,
171,5.7,0.3575957,1.0,0.36151287,0.32896847,0.34237263,False,False,0.006028287,0.96586984,0.9995997,
172,5.733333333333333,-1.7168825,1.0,0.36017004,0.32875943,0.3429977,False,False,-0.028905734,0.964353,0.99925286,
173,5.766666666666667,-3.8839586,1.0,0.35972494,0.32886177,0.34304103,False,False,-0.065411806,0.96347004,0.99890625,
174,5.8,-4.7112193,1.0,0.35977104,0.32900122,0.3428985,False,False,-0.07930043,0.9622425,0.9988044,
175,5.833333333333333,-4.9646187,1.0,0.3590977,0.3290404,0.34240645,False,False,-0.08340778,0.960184,0.99818546,
176,5.866666666666666,-4.575618,1.0,0.35990044,0.32912374,0.34146824,False,False,-0.076977484,0.9618602,0.9986392,
177,5.9,-4.484617,1.0,0.35958531,0.32906646,0.34028587,False,False,-0.07542294,0.96164006,0.99872607,
178,5.933333333333334,-4.3272533,1.0,0.3586582,0.3289213,0.33948952,False,False,-0.07255003,0.9587846,0.9985581,
179,5.966666666666667,-3.6133363,1.0,0.35803673,0.32880795,0.3386879,False,False,-0.060310077,0.95505375,0.9984363,
180,6.0,-2.9401085,1.0,0.3572,0.3288048,0.33782625,False,False,-0.048894957,0.9520108,0.99797153,
181,6.033333333333333,-2.62617,1.0,0.35655716,0.32874367,0.33770084,False,False,-0.043537658,0.94920623,0.9975757,
182,6.066666666666666,-0.4602421,1.0,0.34048513,0.3267731,0.33352214,False,False,-0.007289756,0.907486,0.9800963,
183,6.1,0.28998038,1.0,0.34757748,0.32638302,0.33188048,False,False,0.0047150757,0.9316203,0.9911716,
184,6.133333333333334,0.6750147,1.0,0.3488628,0.32631102,0.3306679,False,False,0.010975983,0.93160695,0.9923247,
185,6.166666666666667,-0.5159676,1.0,0.33516628,0.32550874,0.32804194,False,False,-0.0079923235,0.8874859,0.9738764,
186,6.2,-0.7712644,1.0,0.34358716,0.3248292,0.32814002,False,False,-0.012360042,0.91814876,0.9873639,
187,6.233333333333333,-1.9267702,1.0,0.34718642,0.32484984,0.32886216,False,False,-0.031393107,0.9331753,0.99159765,
188,6.266666666666667,-2.7390018,1.0,0.3494354,0.32500097,0.3296773,False,False,-0.04506477,0.9419686,0.9933494,
189,6.3,-4.274813,1.0,0.35041445,0.32527307,0.331019,False,False,-0.07068133,0.9455909,0.994262,
190,6.333333333333333,-6.911165,1.0,0.34943315,0.32549432,0.33240128,False,False,-0.11433925,0.9433072,0.9941498,
191,6.366666666666666,-11.020234,1.0,0.3479062,0.32576513,0.334619,False,False,-0.18253088,0.93727267,0.99306947,
192,6.4,-12.925486,1.0,0.34645155,0.32598242,0.33589366,False,False,-0.21338382,0.929782,0.9904854,
193,6.433333333333334,-13.888901,1.0,0.34609315,0.32629028,0.33645964,False,False,-0.22885936,0.9255466,0.9887395,
194,6.466666666666667,-15.103943,1.0,0.34544984,0.32654807,0.336801,False,True,-0.24813282,0.91936946,0.98793465,
195,6.5,-15.424766,1.0,0.3460269,0.32690525,0.33701396,False,True,-0.2531302,0.9174343,0.9883463,
196,6.533333333333333,-13.499799,1.0,0.3474026,0.3272843,0.33650738,False,False,-0.22061606,0.91894615,0.986413,
197,6.566666666666666,-12.536568,1.0,0.34885284,0.32751706,0.336106,False,False,-0.20443101,0.9193515,0.9879126,
198,6.6,-11.441969,1.0,0.35055783,0.32765704,0.3354724,False,False,-0.18618433,0.9198932,0.9906323,
199,6.633333333333334,-10.559083,1.0,0.35129264,0.32775992,0.33482823,False,False,-0.17123981,0.9186395,0.9926534,
200,6.666666666666667,-9.872234,1.0,0.35171297,0.32786638,0.33434772,False,False,-0.15960844,0.91713893,0.99385315,
201,6.7,-11.103483,1.0,0.3504445,0.32801557,0.33460927,False,False,-0.17951958,0.9147245,0.9930694,
202,6.733333333333333,-11.777143,1.0,0.34962118,0.32809857,0.3349125,False,False,-0.19030645,0.9127645,0.9924038,
203,6.766666666666667,-14.374771,1.0,0.34775487,0.3281042,0.33534122,False,False,-0.23329887,0.9103029,0.9915106,
204,6.8,-17.007008,1.0,0.34645537,0.32816213,0.33579907,False,True,-0.2773538,0.9067867,0.9909271,
205,6.833333333333333,-18.430874,1.0,0.34506464,0.32822603,0.3361552,False,True,-0.30062103,0.90207696,0.98822063,
206,6.866666666666666,-19.326756,1.0,0.34510422,0.32826596,0.3361168,False,True,-0.31655458,0.9025866,0.987533,
207,6.9,-19.487108,1.0,0.34528497,0.32825512,0.3358078,False,True,-0.31982747,0.90381116,0.98657936,
208,6.933333333333334,-18.376255,1.0,0.34461898,0.32810652,0.33467418,False,True,-0.3012721,0.906912,0.98365,
209,6.966666666666667,-16.816202,1.0,0.34435645,0.32793167,0.3334474,False,True,-0.2757851,0.91251165,0.98074114,
210,7.0,-15.816079,1.0,0.3451368,0.32776162,0.33212954,False,True,-0.26017857,0.91846764,0.9796018,
211,7.033333333333333,-16.029219,1.0,0.34537882,0.32761773,0.33150482,False,True,-0.2641734,0.919512,0.9778593,
212,7.066666666666666,-16.68634,1.0,0.34529477,0.32740194,0.33119208,False,True,-0.275146,0.9179043,0.97596234,
213,7.1,-17.432219,1.0,0.34558806,0.32720375,0.33082715,False,True,-0.28793633,0.91699857,0.97520345,
214,7.133333333333334,-17.457567,1.0,0.34551883,0.32689294,0.32979977,False,True,-0.28847748,0.91730195,0.97484446,
215,7.166666666666667,-17.402943,1.0,0.34604856,0.32655954,0.32897976,False,True,-0.2879439,0.91866475,0.9764936,
216,7.2,-16.17967,1.0,0.34755766,0.3263853,0.3280463,False,True,-0.2684775,0.92533094,0.9776035,
217,7.233333333333333,-15.706251,1.0,0.34869528,0.32629174,0.3271892,False,True,-0.26109746,0.9284949,0.97996306,
218,7.266666666666667,-16.380226,1.0,0.34978393,0.32623574,0.32672405,False,True,-0.27291697,0.9284752,0.9833351,
219,7.3,-16.723663,1.0,0.35091385,0.32623762,0.32622683,False,True,-0.2789317,0.92833465,0.9859484,
220,7.333333333333333,-16.735563,1.0,0.35256612,0.32643467,0.32653126,False,True,-0.27968672,0.9301463,0.98796535,
221,7.366666666666666,-16.780016,1.0,0.35393268,0.3266691,0.32709685,False,True,-0.28095263,0.9317344,0.9893016,
222,7.4,-17.081247,1.0,0.35495916,0.32686913,0.32736,False,True,-0.28573138,0.92986715,0.99027884,
223,7.433333333333334,-17.742085,1.0,0.35576388,0.32704136,0.3275443,False,True,-0.2965921,0.92699444,0.99121976,
224,7.466666666666667,-18.06358,1.0,0.35670778,0.32721335,0.32763818,False,True,-0.30192944,0.9257465,0.99180746,
225,7.5,-18.298628,1.0,0.35788742,0.32740933,0.32815945,False,True,-0.30604145,0.92545813,0.9926402,
226,7.533333333333333,-18.24336,1.0,0.35903436,0.32761785,0.32880837,False,True,-0.30517146,0.92582226,0.9931426,
227,7.566666666666666,-18.200663,1.0,0.36024928,0.32782298,0.3292127,False,True,-0.30459332,0.9263897,0.9941423,
228,7.6,-18.34441,1.0,0.36120617,0.32808763,0.3303659,False,True,-0.30711693,0.9262269,0.993957,
