frame,time_seconds,fps,trunk_angle_skin,trunk_angle_joints,neck_angle_skin,neck_angle_joints,left_arm_angle,right_arm_angle
302,12.08,25,59.96022271945388,45.95027016366949,2.6130016,9.630306,47.49786,72.99683
303,12.12,25,59.914083159473684,46.24359794424842,2.7100358,9.234156,48.257256,73.953064
304,12.16,25,60.58525141837065,46.56050290873038,1.1775839,8.289466,48.27531,71.699715
305,12.2,25,60.74960314495866,46.76658171808759,0.39690784,7.217354,47.712135,70.9212
306,12.24,25,60.21925059753972,47.53541504004553,-2.7132528,2.4767048,48.25084,70.89612
307,12.28,25,60.32100266341629,49.00855647667681,-4.54803,-1.5752488,48.737152,76.73235
308,12.32,25,60.94685644132953,48.93855308656507,-6.5604353,-1.9478906,49.04747,77.50228
309,12.36,25,62.0083109378255,49.89469253539988,-4.908523,-0.5469108,48.934914,80.87329
310,12.4,25,62.120986916905274,50.41895832130644,-4.783925,-1.4395362,50.10745,83.63268
311,12.44,25,63.85187783107068,51.585611550902016,-3.535685,0.5459747,50.85223,85.757545
312,12.48,25,64.55429740971951,52.5458044082894,-4.1237483,-0.04149855,51.680157,87.66626
313,12.52,25,65.63872347842359,53.91372509099468,-2.7464993,0.7508467,55.599625,89.04291
314,12.56,25,65.92286354610569,55.217685158549536,-4.1215715,-2.1285722,58.308712,89.76989
315,12.6,25,68.01045367227367,57.801825731798125,-4.711615,-3.5882764,62.084156,89.6614
316,12.64,25,70.66900273149542,60.29045012800612,-0.73325944,-0.38261667,61.68573,91.7385
317,12.68,25,72.81238268020465,61.68305766373955,-0.71271664,0.82875454,59.198135,72.79229
318,12.72,25,73.39359054497496,61.46835178875093,0.7671148,3.2484145,58.879368,72.978966
319,12.76,25,73.94439379156026,61.73848234910486,1.866587,4.4003434,58.623867,66.69902
320,12.8,25,74.01289047678037,62.44772888581555,1.0674464,2.9492807,59.623367,74.402466
321,12.84,25,74.29647427833152,62.86927804572439,1.4028531,3.5846567,57.911007,78.70459
322,12.88,25,73.74552787120145,61.99629770275857,2.0586033,5.1256375,57.13029,78.87004
323,12.92,25,73.69516980209977,63.13646711976763,2.7437737,4.029468,62.178078,83.85504
324,12.96,25,74.05077776903381,62.26499426047484,0.1362501,4.3661394,60.7801,86.13162
325,13.0,25,74.1762563607517,61.91606551245006,-0.235244,4.612126,60.801437,82.074905
326,13.04,25,73.72859623691726,61.18783220355503,-0.010837969,5.0191803,61.20351,69.829094
327,13.08,25,75.1775746914402,61.903935509097714,2.7792096,6.8802624,63.80468,67.080666
328,13.12,25,79.43032306938346,66.47407220727808,-0.20242022,4.0788445,69.27206,67.41651
329,13.16,25,81.7844969372121,68.89218901153001,0.72276765,4.9772143,72.98059,68.87929
330,13.2,25,87.53830783203895,75.16572762754629,-4.5007815,-0.0974857,77.58305,73.89574
331,13.24,25,89.72264206339936,77.46592503557507,-9.859465,-5.3108644,79.4839,75.67587
332,13.28,25,89.0427922935506,75.74413139924106,-13.812657,-7.0105925,75.373,74.82108
333,13.32,25,91.69006535635133,78.84934778995353,-12.119871,-7.092542,77.287735,80.64666
334,13.36,25,94.93175580306726,82.07005579058462,-15.12736,-8.624841,81.39328,82.13299
335,13.4,25,94.11751513107004,82.7628945361287,-15.815457,-10.926627,82.757484,79.0089
336,13.44,25,92.45138383676473,81.52462502174424,-14.68852,-10.746136,80.826195,76.481285
337,13.48,25,92.42460702892792,81.50193081290817,-13.591941,-9.860987,80.732994,75.75418
338,13.52,25,93.08807379102932,82.08982394457563,-13.688012,-9.368235,81.28094,76.44683
339,13.56,25,92.17422094058594,82.22225047728743,-12.334568,-11.246592,81.63691,74.751595
340,13.6,25,90.9727947013502,80.68366554627339,-13.3674555,-10.636794,80.09735,73.34716
341,13.64,25,88.9028550539213,79.311534733905,-15.083402,-13.439418,80.721954,72.463646
342,13.68,25,89.02967327274023,79.69439296710897,-16.352406,-14.901259,81.45959,73.3441
343,13.72,25,88.45464541310153,79.19394196700789,-16.541506,-14.023555,81.41818,73.82293
344,13.76,25,88.27694300287422,77.7045213602409,-12.3881235,-7.2885523,83.248085,74.33917
345,13.8,25,90.01995466153281,77.82280178214013,-8.699684,-2.094615,84.475334,77.34222
346,13.84,25,91.00056311105094,78.74683735832897,-11.245019,-4.679643,83.82024,75.847275
347,13.88,25,91.24763574222297,80.4071324642081,-13.616902,-8.636791,84.945114,76.18385
348,13.92,25,89.66152891416932,79.80412377790967,-12.97861,-8.676933,82.16147,74.71231
349,13.96,25,91.1877464285201,78.81893527503723,-3.1725934,4.1394277,82.672035,78.19582
350,14.0,25,89.76717000314657,77.41291070785518,-7.435397,0.27065095,81.32649,76.24731
351,14.04,25,89.3684134370573,74.4329331601843,-4.3476806,6.697545,79.96824,73.90305
352,14.08,25,87.77985453421384,72.65770529649285,-4.8678555,6.6685762,80.36344,77.92729
353,14.12,25,86.45641932761775,69.8519949216822,-1.9835229,11.550098,76.67653,76.897095
354,14.16,25,85.23801763917508,68.56887982936549,-3.426169,10.106539,74.309814,75.07682
355,14.2,25,79.59394433350823,62.43997271674907,-6.0720897,7.3400846,60.147858,71.12762
356,14.24,25,73.62853650347583,54.27083034897106,4.081458,14.390199,41.83011,61.821056
357,14.28,25,72.77628685727107,54.26806216825073,-2.2912002,9.318715,49.075176,64.476364
358,14.32,25,70.16221148576943,57.36133844222739,1.1798224,8.521862,56.115322,67.52413
359,14.36,25,57.47684178548979,48.96033073996098,2.4468906,4.311112,44.14259,54.985916
360,14.4,25,46.43376573420456,38.0482144993347,3.0613763,4.2555366,29.673653,46.87751
361,14.44,25,39.13606167931202,31.036754267503643,6.3765774,5.9247317,30.109087,48.224155
362,14.48,25,32.23139921137182,25.597835010930222,-4.2137713,-7.856896,24.686314,41.170074
363,14.52,25,32.38419652616315,25.167133964253388,-8.218486,-11.680209,27.901995,45.897743
364,14.56,25,28.426484552515163,21.51915461865846,-10.969655,-16.235865,26.882221,42.592957
365,14.6,25,28.520552280494506,21.71827913199123,-8.812515,-13.499259,31.027393,40.022644
366,14.64,25,23.913248260996852,20.155349118260293,-11.44355,-18.246243,28.085089,33.44322
367,14.68,25,20.34568647603606,17.72241162820885,-11.46984,-19.094362,22.326408,28.528118
368,14.72,25,15.335526864038009,16.514024158889995,-12.984618,-19.649729,35.575146,20.555254
369,14.76,25,11.257568466359912,16.476714502809738,-8.670339,-18.666647,37.04479,16.134659
370,14.8,25,11.601622716442552,17.28320413939905,-14.197567,-24.098572,36.90583,18.84438
371,14.84,25,11.028962219940901,15.076199270795504,-10.074246,-19.330553,37.982075,18.74528
372,14.88,25,11.006339236660827,8.94344851580353,-4.835908,-11.677287,35.917427,15.588868
373,14.92,25,13.00755884760665,8.309786093945178,-4.5511303,-10.72881,44.43688,13.418563
374,14.96,25,12.442562444081588,9.504169990412175,-2.666502,-9.796657,39.93445,17.756659
375,15.0,25,13.75171997361882,9.797474835146128,-2.9271462,-9.796471,40.679287,18.243225
376,15.04,25,14.646246760251024,8.243216226108682,-4.701487,-11.116581,64.29891,20.032532
377,15.08,25,18.289918351914725,9.994656917192854,-6.403765,-13.778223,76.12872,20.862223
378,15.12,25,19.11329206540999,10.587343437985346,-8.0734215,-16.482122,84.248566,26.280083
379,15.16,25,19.710702459188475,11.343106214433817,-9.342584,-17.976227,86.38806,36.67148
380,15.2,25,15.19509091670522,10.426226064825249,-10.957788,-18.036375,93.51103,35.59808
381,15.24,25,14.140600222140195,10.478633024292426,-10.757071,-18.907127,59.478985,26.780628
382,15.28,25,12.773140753889065,8.516314111868878,-10.62938,-18.083849,51.751705,24.039438
383,15.32,25,10.865929740747724,4.497189111335644,-11.649417,-18.252707,54.512325,35.988106
384,15.36,25,10.369877267425142,3.735177553039203,-14.455985,-19.489439,60.28718,51.547882
385,15.4,25,8.62907830764861,2.270382254760363,-17.310606,-22.56349,62.51046,52.302235
386,15.44,25,10.372096819101484,3.733919189638108,-17.19313,-22.13251,66.85534,55.804016
387,15.48,25,10.65826024798765,3.927850284344328,-16.517672,-21.785698,18.754034,60.495537
388,15.52,25,9.837452169940034,3.1234288590463257,-16.295578,-21.615488,17.026472,73.64262
389,15.56,25,8.566165066680426,1.8259562600094723,-15.00202,-20.074953,-4.5677953,78.3043
390,15.6,25,7.8589513900137655,2.697765609270372,-14.363083,-19.702438,32.044964,76.61701
391,15.64,25,7.2875807948509825,4.043751534740609,-14.233905,-19.655642,61.14437,77.31139
392,15.68,25,4.823895184863131,4.771261492176505,-13.792678,-20.730267,56.239784,74.82454
393,15.72,25,5.150618028593032,6.113465902933351,-13.494031,-21.031458,61.917286,75.86583
394,15.76,25,5.516153805482536,5.650867178183976,-11.806687,-21.730455,63.20958,75.2293
395,15.8,25,5.842175708240564,6.7630624924334315,-13.710621,-22.812057,72.50502,74.035866
396,15.84,25,9.599723319006474,7.836816626025936,-15.474807,-25.893824,-79.15338,74.00161
397,15.88,25,9.291173341432438,6.408604320148649,-18.10261,-28.882986,88.69453,95.67451
398,15.92,25,8.911318367763009,3.7606730822197236,-21.93015,-32.149128,98.20608,112.98383
399,15.96,25,10.523585600575345,4.159300567966604,-21.524282,-31.83272,107.540146,115.83112
400,16.0,25,11.146467817880355,3.594175519656755,-23.072077,-32.91762,111.02625,123.69798
401,16.04,25,10.734417500407961,3.0754894054006243,-25.486277,-34.791637,119.57438,137.20973
402,16.08,25,5.084690740565967,3.601413644815728,-23.093813,-30.421844,117.51148,137.59753
403,16.12,25,9.585152072237552,4.471900260179071,-28.869518,-36.75449,119.58457,144.61493
404,16.16,25,9.041137146773764,3.5026343869534418,-27.871382,-35.957497,117.49257,147.98613
405,16.2,25,7.932983526722201,3.009408397446832,-26.140663,-34.47612,-135.53537,151.90549
406,16.24,25,8.060390616393857,6.012619361067741,-25.198246,-33.517178,78.91538,152.26419
407,16.28,25,9.209038238851093,8.313140846043012,-26.419853,-35.20163,81.3617,156.2515
408,16.32,25,8.236234251527042,7.8375930179275795,-26.57871,-35.36113,39.22042,154.98172
409,16.36,25,7.87327466180085,8.207673273999998,-26.203217,-33.883286,21.66291,149.62842
410,16.4,25,8.123736403829167,8.890460398202748,-28.065498,-35.120625,24.97343,141.4457
411,16.44,25,8.332062928457749,7.879430198050878,-26.669588,-33.1232,22.447803,117.63032
412,16.48,25,8.141672936795192,7.1114369467142104,-26.69373,-32.259724,20.210596,89.58148
413,16.52,25,8.632355369562484,7.113202212084015,-25.25088,-31.518887,28.273203,84.29568
414,16.56,25,8.912773305924485,7.959514953078059,-24.908615,-30.475794,27.328995,78.94767
415,16.6,25,9.146688589633959,7.839345879852723,-22.737595,-28.610666,15.254554,64.92262
416,16.64,25,8.451894092005737,7.737027577269718,-21.386206,-26.578884,14.902727,67.170456
417,16.68,25,9.154419457831228,8.068764697021413,-19.274794,-24.240599,4.4101906,32.33808
418,16.72,25,10.40312136406234,7.508827593809336,-13.957366,-19.84577,-5.677702,9.462158
419,16.76,25,10.766146417050225,8.233015321983556,-14.707948,-20.595007,0.45112443,15.214894
420,16.8,25,11.692547401858345,9.174360972032618,-14.918113,-20.784134,2.5358365,1.5350972
421,16.84,25,12.503975426517448,10.41943027037638,-14.625695,-20.439833,2.7311008,4.7982764
422,16.88,25,13.717140659291795,11.529586965687963,-14.224292,-20.495895,-3.0791736,7.4695177
423,16.92,25,11.0934699504676,12.595479726106847,-21.091518,-25.193132,-1.7796149,4.965618
424,16.96,25,11.459098674451443,13.075736870627718,-22.192787,-25.963491,16.905071,13.010815
425,17.0,25,12.168262001506845,13.572067065191922,-23.969893,-27.950554,23.75023,21.67742
426,17.04,25,13.518934374909742,14.754862926636013,-26.550674,-30.356928,31.634333,41.178432
427,17.08,25,14.071883749471208,15.077000165141927,-27.409204,-31.167368,35.01131,37.308033
428,17.12,25,13.872167308024059,15.050390850735328,-26.873726,-30.608702,32.8973,36.037727
429,17.16,25,13.581581365212802,15.025395401209341,-26.240131,-30.375034,32.798862,34.16139
430,17.2,25,13.577697876946583,15.05549288474602,-25.59179,-30.046513,34.32278,35.425262
431,17.24,25,14.041540749927526,15.281328234981288,-25.655323,-30.09943,32.76594,31.10257
432,17.28,25,14.144052616223469,15.403534109668989,-26.038298,-30.705902,37.712635,32.814426
433,17.32,25,14.364168617162937,15.53392143998573,-26.094942,-30.862103,40.26664,36.17162
434,17.36,25,14.94237823598981,16.015555542402588,-27.162468,-31.793747,44.821552,47.193336
435,17.4,25,14.99076378663172,15.940670876005345,-27.18105,-32.246437,45.989193,39.112206
436,17.44,25,15.133836328018871,15.976791185750281,-27.05864,-32.38442,46.238586,38.483772
437,17.48,25,15.128812442901632,15.78736616913612,-27.344109,-32.791462,46.755306,39.384666
438,17.52,25,15.263306763920923,15.72622121859767,-27.055851,-32.45599,47.067844,42.34518
439,17.56,25,15.274666598774806,15.661757228620596,-26.690176,-32.048084,45.564346,44.398613
440,17.6,25,15.182903640280678,15.311542173378974,-25.524872,-30.943436,38.40986,40.7415
441,17.64,25,15.36754411859726,15.044326700737933,-24.58694,-29.875843,28.816591,37.12205
442,17.68,25,15.971790265989878,15.275094376566555,-23.968336,-29.090235,15.636816,31.669365
443,17.72,25,16.269122555931624,15.27391471855613,-23.894804,-29.010963,17.738972,27.177193
444,17.76,25,16.75858376948326,15.183516490742448,-22.411484,-27.953281,33.400337,23.656645
445,17.8,25,19.42627529377658,14.681362707814625,-13.865641,-21.068819,38.576485,27.7532
446,17.84,25,20.324390604563764,15.268183685469458,-12.883584,-19.85394,49.92034,40.15831
447,17.88,25,20.30720664987165,15.307752444796737,-13.538148,-20.610813,49.551575,38.3673
448,17.92,25,20.357087254435438,15.380798918936197,-12.329416,-19.413677,47.49191,37.49022
449,17.96,25,20.30266980891349,15.46393778247854,-11.952996,-19.141321,49.33594,41.829098
450,18.0,25,21.092542117967874,16.510803993441208,-11.714179,-19.105553,51.962822,44.736515
451,18.04,25,21.667611545246512,17.191965031929676,-11.678245,-19.101816,52.173256,48.873848
452,18.08,25,22.584916607989364,17.777011112779043,-9.371688,-16.45534,51.218426,52.659733
453,18.12,25,23.431388937661,18.31401785993429,-8.01856,-14.852031,52.458187,51.339725
454,18.16,25,24.411087562680557,19.193657723479546,-7.3005652,-14.261001,55.200924,52.27433
455,18.2,25,24.6360851081469,19.472828438626617,-7.529045,-14.460946,61.1231,51.27189
456,18.24,25,24.06292399653715,19.146722634115424,-8.99622,-16.051243,65.704216,51.316376
457,18.28,25,23.821562119024563,18.89323458416225,-9.51459,-16.437468,66.12473,49.84334
458,18.32,25,23.60346688232432,18.740896170747334,-9.931227,-16.867565,65.14461,49.34553
459,18.36,25,22.664751056882633,18.21313055884383,-13.186584,-20.266342,44.84143,42.71403
460,18.4,25,22.42648092643292,18.028398345734573,-12.758105,-19.793177,40.424557,40.143826
461,18.44,25,21.085841402745984,17.121947500181097,-14.381185,-21.470911,44.376167,37.92021
462,18.48,25,20.922918042682426,17.01465838271029,-14.891734,-22.055908,44.15756,36.59658
463,18.52,25,20.052117574468614,16.494212868410976,-16.252335,-23.448175,26.364014,31.769875
464,18.56,25,20.013715698158578,16.390729337195673,-15.937661,-23.051338,34.07892,30.622332
465,18.6,25,19.804746891822194,16.01014542673128,-15.260215,-22.255098,24.514467,26.252161
466,18.64,25,18.528455180518936,14.805063717113331,-16.169516,-22.92522,43.66113,20.455519
467,18.68,25,16.244357985973508,14.827953492363628,-21.023634,-24.641382,8.718562,15.591515
468,18.72,25,18.12128841731385,13.902801511070397,-12.93765,-18.567316,-1.6449972,9.734168
469,18.76,25,17.5570498839238,13.269431586366624,-12.691934,-18.02415,-5.331543,4.6281657
470,18.8,25,16.904289412002434,12.828399041023937,-13.93734,-18.852774,-3.848872,1.7976363
471,18.84,25,16.518757174641255,12.718173804005982,-13.552496,-18.55629,-12.215171,-1.437664
472,18.88,25,16.040095367541397,12.34512029648071,-13.443676,-18.748693,-14.578292,0.5687235
473,18.92,25,15.713780301453516,12.058786589433344,-14.263562,-20.259487,18.744867,2.4021852
474,18.96,25,15.651481756848295,11.896962216098316,-14.782033,-21.519724,32.44648,7.741556
475,19.0,25,15.947297240817901,12.291751627417225,-14.766593,-22.042864,30.087473,18.810991
476,19.04,25,15.586195313425447,12.039956939283895,-15.88126,-23.73966,38.465065,21.570883
477,19.08,25,15.213139221529632,11.748144506095825,-15.201614,-23.422316,37.83436,49.196903
478,19.12,25,15.056242268077284,11.87786321116287,-16.008907,-24.82283,29.776728,108.304794
479,19.16,25,14.826071798638704,12.028687816470047,-16.402292,-25.227869,52.735657,116.8474
480,19.2,25,14.921981145853117,12.169088271735461,-17.356014,-26.629795,56.1491,125.71749
481,19.24,25,14.615758821473378,12.29027571178956,-16.78531,-26.000235,53.857635,128.41922
482,19.28,25,14.831889614400131,12.14688938539699,-16.108383,-25.190422,50.455723,124.59541
483,19.32,25,14.957919533504993,12.161341844069192,-16.619797,-25.618235,105.08834,117.317154
484,19.36,25,14.410664903613783,11.249273492696375,-16.316673,-25.155201,80.79425,110.01563
485,19.4,25,13.157122255554258,9.909370106835603,-16.730947,-25.170488,66.25674,33.47388
486,19.44,25,13.335169050337443,10.095451864364984,-14.911482,-23.086628,49.083294,27.905207
487,19.48,25,13.529083882218808,9.988299195307036,-14.353823,-22.179672,42.418068,31.42335
488,19.52,25,13.820123670232322,9.746891591215274,-12.647944,-20.021162,37.530052,32.00759
489,19.56,25,13.996244281359685,9.845823794122273,-11.909278,-19.272667,19.243074,31.253164
490,19.6,25,14.35144343153237,9.947894098382521,-11.213239,-18.468147,6.984154,31.107819
491,19.64,25,14.600579559924828,10.131159607807861,-10.3418045,-17.618034,3.126283,34.753334
492,19.68,25,15.582458056299176,11.309720051707538,-10.368991,-17.962654,22.618858,43.510807
493,19.72,25,16.210849075821862,12.213625107099045,-11.33698,-19.283258,7.5526104,42.581482
494,19.76,25,16.232768244776175,12.517628006410014,-11.732967,-19.937887,4.1636353,44.008194
495,19.8,25,16.218933061154694,12.554586674919195,-12.571307,-20.73497,0.68279386,44.22043
496,19.84,25,15.924597322573836,12.403129066822602,-12.43815,-20.53256,-5.3191924,42.25314
497,19.88,25,16.1149976106818,12.46438517147179,-12.362138,-20.431404,-5.1478972,40.50174
498,19.92,25,16.172994166357498,12.476436470627036,-12.21873,-20.273455,-6.869622,40.164635
499,19.96,25,16.322430931289084,12.504811398398017,-12.093937,-20.059086,-7.1187882,39.75345
500,20.0,25,16.87150215824702,12.670385530265163,-11.722066,-19.392076,-9.981031,36.918163
501,20.04,25,17.679898762347584,13.11829733738468,-11.057969,-18.682844,-10.17394,37.479893
502,20.08,25,17.842140944579974,13.513396455533636,-11.824548,-19.720377,-14.025257,29.208237
