frame,time_seconds,fps,trunk_angle_skin,trunk_angle_joints,neck_angle_skin,neck_angle_joints,left_arm_angle,right_arm_angle
82,3.28,25,77.04951503240811,64.72827889771831,-6.206432,-1.7173692,61.59822,56.587868
83,3.32,25,77.1169430352603,64.58041855572361,-7.483021,-2.6422274,60.215096,54.578636
84,3.36,25,76.94005827061822,64.64028771392296,-7.222022,-2.703868,59.89279,54.32138
85,3.4,25,77.44063245552437,64.80554109520364,-9.144462,-3.8222475,61.71628,53.83768
86,3.44,25,77.87265138007166,65.35468787828188,-9.386608,-4.1929736,62.19674,53.807735
87,3.48,25,78.11426072951716,65.78535318558228,-9.264661,-4.392296,62.354168,53.920868
88,3.52,25,78.16484675175391,65.68824219470717,-9.597489,-4.26325,62.399006,53.31885
89,3.56,25,78.22755571948555,65.62676396871376,-9.5342,-4.124414,61.940216,53.190056
90,3.6,25,78.3523999583354,65.97693089505955,-9.215464,-4.0488286,61.96187,53.2671
91,3.64,25,78.67490510935785,66.1672789588101,-10.165036,-4.5434623,62.408062,53.37134
92,3.68,25,79.14888429567942,66.47571106189542,-9.193758,-3.6415591,62.415516,53.6016
93,3.72,25,80.50081313030495,67.01067346609074,-8.651845,-2.714291,63.549347,54.81573
94,3.76,25,81.0921836586185,67.14160809941008,-7.842447,-1.7222558,63.90427,56.23917
95,3.8,25,81.91690276226126,67.70611962368581,-7.2434826,-1.0107042,64.7988,57.139935
96,3.84,25,82.15394304028969,67.59807187564435,-7.8436904,-0.9845448,65.07443,57.06305
97,3.88,25,82.89702886492917,68.42909529701657,-5.7913065,0.31903514,65.6892,57.883766
98,3.92,25,83.71433453689883,68.70340649505111,-4.790181,2.1041155,65.96862,57.691196
99,3.96,25,84.06899134094519,68.67601611795915,-3.3449984,3.8310635,65.5118,57.39979
100,4.0,25,85.63508452576527,70.15778760966226,-1.5238897,5.7060475,67.73687,59.57553
101,4.04,25,85.5886439757581,70.12657009145849,-2.8736448,4.676926,67.70554,58.590714
102,4.08,25,88.1687499488321,72.37078334732809,-6.055614,1.562845,69.456856,57.29639
103,4.12,25,90.25243599063528,75.10231439140561,-8.552226,-1.0798373,72.37591,59.959324
104,4.16,25,90.69386524864669,76.33400609935299,-5.4184766,1.7896029,72.88885,58.87825
105,4.2,25,95.72542994772128,80.76963629614738,-5.924771,2.932422,78.305115,65.472
106,4.24,25,92.94657891079869,81.24237114773476,-6.423899,-0.9603983,78.85462,58.78727
107,4.28,25,91.65706584154664,80.80685588884177,-5.057206,-1.7265157,77.10497,53.672012
108,4.32,25,94.2859517120047,80.42583931710924,-4.700371,1.9745482,73.133026,44.846115
109,4.36,25,97.84445996984307,84.25978344278454,-3.0908344,2.8071744,69.69439,39.573093
110,4.4,25,99.76417896235752,86.92340942873504,-4.3337717,1.8046323,71.61504,34.614735
111,4.44,25,105.02864522148865,87.96362061613284,13.1986265,23.05754,75.67416,28.044426
112,4.48,25,109.74862200283575,86.47533714890817,25.609459,41.717693,83.44721,26.992073
113,4.52,25,112.23156810469528,88.08502663660005,31.263512,48.445156,87.04379,33.32809
114,4.56,25,113.53481148485508,88.09395289283448,32.20926,50.599854,89.418846,33.046482
115,4.6,25,114.99594418138079,90.36519547878738,38.210598,55.11976,96.10387,59.132122
116,4.64,25,115.36868462604139,92.98122229598177,38.858376,53.49438,98.27867,68.41828
117,4.68,25,117.38768881559055,95.0960122319981,38.014763,51.914467,101.8093,68.787254
118,4.72,25,119.18194504541702,95.8573397940949,40.139175,55.253338,102.57472,65.24341
119,4.76,25,118.58941198630048,91.12230760040808,40.45539,59.79458,95.1771,30.562878
120,4.8,25,116.86195949470962,88.52794136134908,38.849594,58.980724,90.8134,47.4463
121,4.84,25,104.45902039951235,84.80681551238362,13.1228485,24.80716,86.59199,53.079018
122,4.88,25,96.5791474717892,78.95207261296822,0.4806112,8.699136,80.186615,42.905827
123,4.92,25,92.59064192036554,74.8890393065982,1.9876409,8.788081,74.14122,15.115669
124,4.96,25,89.0159408877318,72.12345445194282,3.6713314,10.943624,71.63042,24.417542
125,5.0,25,90.40459743542411,74.77086218112555,0.7915438,7.7862725,73.82042,28.451561
126,5.04,25,90.28993652445182,74.17533523572563,4.961729,12.772209,72.40844,31.485418
127,5.08,25,89.46276914837358,75.08636893069486,6.7366734,13.03902,70.69116,33.706684
128,5.12,25,89.09516029289861,75.891022304093,3.7564507,8.59172,70.895195,23.902525
129,5.16,25,88.52766720951394,75.38373072288404,1.9412113,6.7670326,70.01524,33.90642
130,5.2,25,87.37026698204107,73.21607340392777,6.4627414,12.436285,66.058495,62.319122
131,5.24,25,85.45454337907486,72.12831120250507,7.294813,11.917998,64.858925,46.679707
132,5.28,25,83.66748512525643,70.26843288996886,7.649758,12.5619335,59.120296,48.30563
133,5.32,25,80.14961589485402,67.59633944534747,3.0684333,7.305488,56.75709,42.11881
134,5.36,25,77.20532141888867,64.15512797941398,2.988665,7.578347,48.018074,31.602661
135,5.4,25,75.33593334322731,62.886013269661895,1.9159932,5.3843293,41.22815,29.629
136,5.44,25,75.03542706214944,62.81886921992498,3.4726968,6.0922947,36.367012,28.797419
137,5.48,25,72.870382608625,60.88915436386148,4.1484027,6.0544963,32.480312,27.782488
138,5.52,25,68.23249406712922,56.211636643228,4.58419,5.972322,24.684568,25.453423
139,5.56,25,65.74220481682764,53.80962670944128,3.5332944,5.1292777,19.304628,23.246881
140,5.6,25,63.08262193329496,51.680613678013756,1.4686929,2.9215539,13.029221,21.849314
141,5.64,25,59.77717919835508,48.86407687752024,-1.6030267,0.0024352544,9.329419,20.251171
142,5.68,25,56.18413797987844,47.02014487618399,-6.711428,-6.815166,10.361715,18.881783
143,5.72,25,52.40444910039116,43.65449955075844,-0.98849803,-3.294756,-12.692841,13.459593
144,5.76,25,47.59771448514923,38.62045039679911,0.91732913,-1.7820762,-1.0190749,9.177941
145,5.8,25,45.475969092740606,37.068492481131045,-0.06344533,-3.3395402,1.0675817,9.947427
146,5.84,25,44.42196275059292,36.53900716937939,-0.5922921,-4.321151,-0.4107983,18.39371
147,5.88,25,42.404764367769445,33.95209869096357,1.6289517,-1.7177829,0.4811915,20.2519
148,5.92,25,42.09901661506336,33.20986938643583,3.435883,0.5912926,0.6811101,18.711695
149,5.96,25,42.271833052311614,33.259400723696075,4.982419,2.2252479,-0.2310851,16.563446
150,6.0,25,41.36887368237666,32.984121706547654,3.5667257,0.6707288,2.3371363,23.221968
151,6.04,25,39.31433661429074,31.70553523043778,1.684564,-2.080744,1.4256742,13.352342
152,6.08,25,37.3989073953499,29.80471678255445,3.0363626,-0.39625567,1.2996663,14.5816145
153,6.12,25,36.60362667039538,29.095662300325472,4.2377753,0.8066149,-1.5821359,11.451419
154,6.16,25,34.9366215149093,27.07375353157374,5.4281425,2.6262367,-3.389953,2.469024
155,6.2,25,35.68767741570037,28.178936207639744,6.4774203,3.7435615,-3.1192033,2.0889115
156,6.24,25,36.04605368005624,29.41508769178968,8.67068,5.968887,-0.5125879,4.1563582
157,6.28,25,35.746685574280924,28.184359650407462,13.096671,11.521822,1.6797979,3.0865393
158,6.32,25,34.794390592701546,27.234785103154046,12.571352,10.580559,28.424397,10.630756
159,6.36,25,35.44943886814671,27.578695766719296,13.705281,11.827967,35.458298,12.55073
160,6.4,25,36.17067584191046,28.73077509207188,12.882272,11.019111,35.104557,12.56717
161,6.44,25,38.44970482690746,30.75646496073111,14.22483,12.956707,28.12587,16.10768
162,6.48,25,41.054786814468,36.053824093077424,12.594661,10.604704,6.5601187,14.868167
163,6.52,25,40.614821192977224,37.907655462611245,6.7214103,4.469474,9.695925,20.576214
164,6.56,25,43.20321331172177,39.29155208701586,10.009575,8.670749,8.378882,30.570166
165,6.6,25,50.92662428556763,47.526326840610885,10.113755,9.590364,8.418783,48.424603
166,6.64,25,52.89119912020099,49.55161121627608,5.502004,4.430827,4.409449,54.739273
167,6.68,25,53.321133066347016,47.29098553308627,6.4355397,5.441803,8.206449,61.600655
168,6.72,25,57.68317788710298,49.78260942762108,9.1881275,8.133797,31.883505,67.25355
169,6.76,25,63.76613583547814,54.30521424275923,12.067051,12.149504,47.28148,74.138885
170,6.8,25,66.98291255579977,57.306539891420336,10.989598,11.404486,55.98364,75.50385
171,6.84,25,67.39515083006346,58.5962834822476,7.0505104,7.1022873,66.12464,75.633255
172,6.88,25,69.22224157239297,59.79976013763391,5.5481443,6.2839465,62.415188,77.68075
173,6.92,25,69.0875044679625,59.52640837605248,4.602605,5.247736,64.51004,79.92736
174,6.96,25,70.68805274286035,60.7712658472814,5.3394756,6.136605,61.59639,82.10529
175,7.0,25,71.4714230941943,61.73324400968211,5.073557,5.607604,61.87848,86.46347
176,7.04,25,73.74776183436478,63.579767735402875,7.152767,7.4858837,63.3215,87.98991
177,7.08,25,74.09360814429652,63.78539512832729,7.6026983,8.01085,67.28317,91.793205
178,7.12,25,75.53965792795327,65.0820968106323,8.658202,8.87077,72.73737,95.557076
179,7.16,25,76.5931887991543,66.28741434563406,9.40091,9.509926,73.06768,97.38552
180,7.2,25,79.19088241474037,68.67030792413769,11.529161,11.725529,73.18849,98.52482
181,7.24,25,79.56478426792991,69.02830338630764,10.138119,10.360932,74.53927,98.87836
182,7.28,25,84.92515931593374,74.80408732671273,14.257646,13.452149,77.12111,101.29178
183,7.32,25,85.06462873093709,71.87905785024117,16.307611,18.214973,68.074425,98.9783
184,7.36,25,83.52445206709609,70.67278468286128,15.576401,16.877548,70.38112,95.84191
185,7.4,25,86.4419009960374,75.74629399926388,14.9779825,12.836117,73.91801,99.44754
186,7.44,25,83.55579330411668,70.81051666649702,12.592352,14.126828,76.53941,96.418144
187,7.48,25,82.30423764123469,69.33470322447147,12.252921,14.320865,70.8809,98.556076
188,7.52,25,82.87180107024241,69.72067318446486,13.312787,15.819052,69.41189,102.02067
189,7.56,25,82.77488983777418,69.61526609750426,11.969447,14.414336,73.649376,100.84631
190,7.6,25,82.71342280509039,71.16004396705826,7.044606,6.7476873,79.561874,103.92692
191,7.64,25,82.78705091380188,71.66664621595625,5.466165,4.782438,79.659904,104.44094
192,7.68,25,85.49427894977126,73.998688886089,8.759805,8.382873,81.112144,105.08106
193,7.72,25,88.92524203180471,78.01358411721112,6.5270147,7.476422,81.3241,108.57144
194,7.76,25,90.01951756275052,78.67118881891679,6.2590094,7.869682,81.68972,106.453926
195,7.8,25,90.74214327039118,78.73413808386549,6.926496,9.589514,79.89433,106.618484
196,7.84,25,90.02796423965034,77.46609383685663,12.039794,13.5819,72.273026,105.75597
197,7.88,25,91.7415393982246,78.70731350604856,12.625855,14.670801,68.67827,106.61406
198,7.92,25,92.83398364197839,79.8317663248028,12.869177,14.960463,65.1974,109.10597
199,7.96,25,94.3371878089117,80.96574350391259,13.369178,15.870316,67.500275,110.743324
200,8.0,25,93.97881288957899,81.12810742686284,11.997017,14.3598585,69.63963,111.07031
201,8.04,25,93.55339034242327,81.26453329536797,7.345641,9.222501,77.527664,109.815865
202,8.08,25,93.13018220487253,81.68079651765784,6.6995664,6.9989552,80.40821,109.55697
203,8.12,25,93.8232508783512,82.4395053622058,6.021189,6.5846305,86.53632,109.89157
204,8.16,25,94.18893558710815,83.42928092027958,4.2374444,4.4533625,91.351746,110.50933
205,8.2,25,93.5455414860265,82.5280330918769,5.7253604,5.716633,92.794876,107.4122
206,8.24,25,94.83624954279215,84.2643990169218,3.0871885,3.475368,95.36955,108.68242
207,8.28,25,94.95564360964725,83.99602818023152,5.047267,5.3236485,97.15516,107.04585
208,8.32,25,96.38245355079749,85.26607200792853,6.888778,7.5831537,98.562416,106.34897
209,8.36,25,97.36366518896544,86.56872010358734,5.8633046,6.674037,100.275,106.332954
210,8.4,25,96.75764590522051,86.94350102537183,3.3403175,3.1757176,99.038055,105.24596
211,8.44,25,96.09221170953002,86.97361078431146,1.8124653,1.1764627,99.40576,104.31902
212,8.48,25,95.45323445623292,86.92308559517026,0.1446436,-1.2102958,99.81048,103.02125
213,8.52,25,95.40679507038797,87.00233726395865,0.9407714,-0.54636496,100.43501,103.44001
214,8.56,25,95.81050551561704,86.91287356540013,2.6487055,1.3816941,102.7868,105.00105
215,8.6,25,96.42265835650261,86.86636916169078,3.1736183,2.3285506,102.826744,105.61159
216,8.64,25,95.60071499159172,86.0163832866788,5.9215617,3.7422962,100.60366,104.04839
217,8.68,25,94.86757961687441,85.87604699442508,6.227991,3.2275534,100.80987,106.08501
218,8.72,25,94.42298309852676,85.23183801111786,5.8492036,2.90049,99.29337,108.58787
219,8.76,25,93.68936001690845,84.89020617275973,4.796276,1.2140193,98.49751,110.133934
220,8.8,25,93.92884852975205,85.08959509798717,3.4804757,1.5117807,99.592575,112.80133
221,8.84,25,92.84942883043416,84.66870197114213,0.93336695,-1.4048872,98.17438,113.862114
222,8.88,25,91.68800558627225,83.44941025134413,-0.046267297,-2.1496856,96.869644,115.31812
223,8.92,25,90.48918830719727,82.16780381174152,-1.3092315,-3.046548,95.04088,116.3821
224,8.96,25,89.51365587596435,81.4176638689145,-2.3872755,-4.187109,93.58903,117.70817
225,9.0,25,89.76487037133549,81.50654054777976,-1.6791569,-3.1855412,91.415764,119.33994
226,9.04,25,89.55842627340398,81.17121545692699,-1.0806581,-2.370714,88.52274,119.50888
227,9.08,25,88.96601854938635,80.74967905427502,-1.4961874,-2.4924343,87.32311,120.51451
228,9.12,25,88.71802437159897,80.60050607144345,-1.8433799,-3.43602,84.05352,119.6233
229,9.16,25,88.61989000332726,80.7723531685382,-2.7838264,-4.6237574,82.37724,116.97745
230,9.2,25,88.65784241377136,81.4366306279871,-2.0818877,-4.5978913,80.590836,114.35383
231,9.24,25,88.66962748162513,81.652371377059,-2.3416998,-4.064424,80.59808,112.74395
232,9.28,25,87.81172942557009,81.42808633544064,-2.3192677,-5.199305,83.66258,103.887215
233,9.32,25,87.67160808613346,81.25909481122274,-2.7929091,-6.1573963,84.43876,99.263214
234,9.36,25,87.75433528644055,81.50960072507785,-3.0211189,-6.7111454,85.44717,96.18944
235,9.4,25,87.40726932033773,82.3121921043945,-4.9917264,-9.001691,87.59294,95.84619
236,9.44,25,86.25112486791491,81.67637609604428,-7.398766,-11.8457985,89.79195,96.88363
237,9.48,25,86.16706065310858,81.74255727905589,-7.2044363,-12.304865,91.55238,91.96474
238,9.52,25,86.78674578781718,81.27981608245062,-5.328423,-9.147985,91.26933,92.17811
239,9.56,25,87.09213623884177,82.1572507761255,-5.414312,-9.892951,90.96338,93.33592
240,9.6,25,85.71090314863139,81.13621357386715,-5.363283,-10.209755,91.63841,91.76113
241,9.64,25,85.14300171292702,81.10013072732912,-5.5956593,-11.274071,93.10909,92.602196
242,9.68,25,84.85928693529917,80.76654400107712,-4.2568984,-10.017422,93.14099,91.84647
243,9.72,25,84.93316660842363,80.75554818546878,-1.779944,-7.875673,93.67065,94.75686
244,9.76,25,84.15020850348637,80.90460359625293,-2.5819721,-9.898669,94.98371,95.21726
245,9.8,25,84.325622429187,81.06644264558062,-2.0492957,-9.505337,95.004166,93.71136
246,9.84,25,84.36072724192132,81.02172405905276,-0.53830886,-8.05146,93.45459,92.17376
247,9.88,25,84.94122265709825,80.76286867578946,3.9327407,-2.7934887,90.741295,85.598976
248,9.92,25,85.38023069977017,80.35982518865009,7.0130706,1.1873451,90.504036,83.62006
249,9.96,25,84.6194898987326,78.70304564935671,7.416971,2.9086142,91.07672,86.48717
250,10.0,25,83.15555916039678,77.15671877320841,7.406229,3.153063,89.982544,87.68084
251,10.04,25,81.83072411632752,77.837951794008,1.1846534,-5.423293,87.87936,88.36098
252,10.08,25,79.34874695430796,76.62617284514319,-5.272875,-12.871535,73.93261,89.4469
253,10.12,25,78.37319242117137,76.31108279874108,-7.938988,-16.125212,75.192474,93.07062
254,10.16,25,77.83453250499383,76.15560687967394,-9.621803,-18.29457,75.620995,94.06722
255,10.2,25,77.57572928348546,75.10121358471966,-10.703433,-18.627699,76.58058,94.82218
256,10.24,25,77.56238530223386,74.27343015689844,-7.8044434,-15.173556,70.63077,84.58121
257,10.28,25,77.02898028715475,73.40752602867471,-7.9480467,-14.7104645,83.75018,82.50904
258,10.32,25,77.43356387328816,72.98121753302893,-6.651851,-12.602252,97.96167,74.01812
259,10.36,25,77.5545733827787,73.1436895219315,-6.7661247,-12.667257,92.32996,75.201164
260,10.4,25,77.73575059755095,73.59562161339824,-7.6513824,-13.8687315,97.71181,73.04171
261,10.44,25,77.47600656388018,73.30970324126021,-8.448272,-14.431532,85.835815,75.43208
262,10.48,25,79.2351177287684,75.80273538109596,-7.7089095,-14.582388,89.71084,79.84929
263,10.52,25,81.12087041588225,76.70163750522607,-7.704924,-13.112124,66.80272,76.43007
264,10.56,25,82.51620161731594,76.72652429547172,-6.3365793,-10.241314,63.539963,71.86614
265,10.6,25,83.67602709885766,76.02988210711706,-4.6223617,-7.526186,64.26707,68.61848
266,10.64,25,84.44024638979732,80.11642541846948,-0.6021818,-8.416268,75.57748,77.07939
267,10.68,25,82.65851208209475,82.14664920878204,-2.005225,-12.391464,85.26109,80.88897
268,10.72,25,79.86062419824572,81.4106008468538,-3.1792555,-14.520239,91.817795,86.29342
269,10.76,25,79.07212499951315,80.51328422772252,-3.1084366,-14.192242,91.69337,84.342255
270,10.8,25,77.72009668571299,79.84213068710078,-4.521558,-16.047808,85.12116,78.24871
271,10.84,25,77.50852242852358,79.32614840608962,-4.3315663,-15.522362,81.79601,68.99322
272,10.88,25,76.25257905882128,78.1737686706628,-1.2370309,-12.033917,76.596855,68.90628
273,10.92,25,78.877997754868,72.06149095867846,-2.536351,-5.0124097,50.310127,28.85045
274,10.96,25,74.95107285563684,74.43165158769693,-0.8330476,-8.908508,65.43553,38.90843
275,11.0,25,70.86736141982361,71.64009671164628,-5.7738967,-13.886979,70.02632,63.78326
276,11.04,25,64.3187103316347,66.17208755241309,-7.0935388,-14.678793,53.124744,59.873257
277,11.08,25,62.23596953804488,63.60253711496058,-7.9777594,-14.838537,35.165386,53.954205
278,11.12,25,65.96998372523636,54.955340358342596,4.33058,4.3537526,33.900383,41.96069
279,11.16,25,66.5904807742685,54.31583134783086,10.013183,11.275877,22.069828,36.11531
280,11.2,25,63.945013606572125,53.372300147282665,4.851847,4.1981373,13.529581,32.747036
281,11.24,25,64.13615703328546,53.09143625664885,6.629862,7.084069,17.417664,33.792847
282,11.28,25,62.56681667684187,51.71511915342571,6.872396,6.9761176,-1.0061263,28.071594
283,11.32,25,59.60437417868482,49.36685880753815,2.8191876,2.3845758,-28.04183,24.918802
284,11.36,25,60.51006571840989,50.129730182686494,2.9780874,3.0911036,27.997837,26.10513
285,11.4,25,61.9764338619862,50.204501366384875,5.8391433,7.601388,34.166813,31.085194
286,11.44,25,63.11464993065712,51.195440290355734,10.125569,11.646489,45.668476,38.10591
287,11.48,25,63.62862019873588,51.501280840963915,12.1146345,14.218417,50.476933,45.379307
288,11.52,25,61.01198161212275,49.670551159520386,6.3780055,7.6196647,48.48759,55.18575
289,11.56,25,59.85665584380623,49.892897588574414,2.4282846,0.47543046,36.661026,73.47359
290,11.6,25,59.449609435754006,49.87438276079021,4.281569,1.4209509,43.959084,82.08481
291,11.64,25,56.42607112946775,50.215043637884435,4.0780888,-2.0976934,47.692986,85.69086
292,11.68,25,56.16227987494682,48.16165496984227,3.6450574,0.8007552,50.55231,84.81765
293,11.72,25,56.65743167174734,47.37431225871181,11.650446,8.579256,4.2686276,78.73726
294,11.76,25,54.358718484005486,45.221381407215866,7.628011,6.2761984,38.39521,84.19829
295,11.8,25,51.96581795176401,43.57794236287259,3.4941542,4.234623,53.10964,80.674736
296,11.84,25,50.91679629955411,41.731398633880815,3.2576778,4.85366,49.09586,72.04057
297,11.88,25,52.14956610401325,42.93758043670472,5.7421002,6.8833575,48.740997,75.71519
298,11.92,25,54.496488495208176,46.0884402674322,4.683328,5.8200903,50.46793,80.756516
299,11.96,25,54.938065018333255,45.13527028850122,5.2869973,7.691754,49.397366,76.92685
300,12.0,25,56.76918670247856,46.49042496679473,3.214162,6.2710967,50.122665,78.25841
301,12.04,25,59.24811459803293,47.804842224059946,1.5854355,6.1614337,50.513252,81.6932
