frame,trunk_angle,neck_angle,left_arm_angle,right_arm_angle
74,79.92280842176709,-13.291635,87.48314,78.51262
75,79.6452723149725,-13.406393,87.028534,78.536285
76,79.97475614319225,-13.573079,85.13627,78.20234
77,80.11788049668607,-14.037531,83.690735,78.25557
78,79.01291896603011,-14.8971815,82.82891,77.91905
79,79.3077977955459,-14.704353,80.27933,75.178154
80,79.48020797682653,-15.0209875,78.03563,73.793434
81,79.1277095834802,-15.312769,76.979355,72.295906
82,78.96794168248219,-15.614541,76.86464,71.60529
83,79.10069501635361,-15.594238,75.25482,70.37208
84,79.43118289311273,-16.160816,75.710724,70.0014
85,79.4235051899128,-16.76529,76.50031,69.86746
86,79.44042888588359,-16.93688,76.567215,69.55658
87,79.71298011609387,-16.838633,76.7105,69.72085
88,79.919495886916,-16.241665,75.53629,68.52764
89,80.04589535240692,-16.182392,75.585045,68.44674
90,80.11005125068858,-16.159367,75.77919,68.36371
91,80.31415777586164,-16.09859,75.94763,68.5173
92,80.7299923126766,-16.07904,76.24806,68.65269
93,81.94448896617529,-16.331553,77.420715,69.5477
94,82.63214233687188,-16.252142,78.29771,70.64667
95,83.03159757553766,-16.297333,79.02357,71.33925
96,83.3315458946851,-16.148552,79.61922,71.81532
97,84.05877065295213,-15.603517,80.38839,72.5776
98,84.39381049200732,-14.775963,81.061516,73.13021
99,84.61166640068335,-13.737134,81.58646,73.878235
100,85.0089190047894,-12.97599,82.180115,73.8444
101,84.94000941349967,-12.229798,82.37771,73.380356
102,86.33969301956026,-10.988314,82.08859,71.27312
103,89.24749674589955,-11.128184,85.095955,72.60156
104,92.78585874886055,-10.359554,87.93447,74.39901
105,94.73000262167015,-10.700628,91.42228,76.49058
106,95.72040692083426,-10.377598,92.74593,75.61789
107,92.73786681295063,-6.7122216,86.56753,65.22966
108,92.19516663976228,-2.9086635,82.58158,58.53615
109,94.80891183283295,0.2960105,81.3188,54.480476
110,95.48907651541273,5.2756357,79.222725,48.96912
111,96.65259064699572,13.30281,80.10143,44.867012
112,98.72617067379132,22.624344,83.10354,43.544785
113,101.22777447643409,31.73726,88.96483,48.77321
114,105.74694649002087,39.162117,96.91869,54.10968
115,107.86002560284044,44.275333,102.69527,60.08767
116,108.73035536130611,49.036385,107.18755,69.18239
117,110.78116273610408,51.532185,110.19363,68.9852
118,112.51789908858233,54.290905,113.79307,70.82629
119,113.35348666143359,55.273476,115.089035,64.39538
120,109.56721954695762,53.292263,113.23268,64.58222
121,103.39966776988884,45.68303,107.48458,63.832897
122,99.75489210821723,35.68409,103.97158,67.641235
123,96.82141279299982,26.614834,99.30039,50.05685
124,89.23765555775304,20.466785,92.06458,47.093204
125,87.52421367551445,17.218712,88.28837,45.951378
126,89.14272431146917,16.1435,87.397865,44.759113
127,91.43116373651782,13.70425,88.67052,43.29527
128,89.48942160759519,12.014087,84.85621,38.694794
129,87.35606457437905,10.3376255,80.97537,39.902027
130,82.67277753788743,9.850484,76.5529,57.532246
131,80.57921761995625,11.250671,72.77294,58.631237
132,78.43729471637668,11.990442,69.38482,58.66886
133,75.8708011110508,10.411688,66.88114,57.76469
134,74.22169332376944,8.37549,63.28113,54.87479
135,73.42740029751295,6.350471,56.452248,52.263477
136,72.61017071628409,5.5418344,51.11015,49.54644
137,70.61607154885223,4.765872,47.67065,47.114376
138,65.95190922838675,2.3588128,42.8716,44.460068
139,63.09883715844229,1.4010338,39.158302,40.583897
140,60.062288338654795,0.61240906,33.99342,37.094204
141,56.36274854266589,-0.6175152,29.038336,35.51067
142,53.93209723182653,-3.0884101,24.721054,36.8868
143,50.45854705039728,-4.260513,15.576966,35.465336
144,46.66220703117982,-5.3014994,11.580187,32.449867
145,41.598133227462945,-6.3316193,8.069347,30.339172
146,40.23964988744949,-7.728935,5.780909,31.552961
147,36.35056539145468,-8.287598,5.0615764,31.439066
148,34.493482138868224,-7.0657554,3.701579,31.181517
149,32.90864920105867,-5.14469,3.0238302,28.723133
150,32.22928608591537,-3.6143565,2.9024115,27.83048
151,31.490267779025828,-2.7611732,2.159909,24.024227
152,29.38745657011803,-2.1008265,1.7055895,23.130266
153,28.915037167879905,-1.0730786,0.22251457,22.132689
154,28.30285780548739,0.4498807,-0.7945123,18.688053
155,29.397768833044864,0.6717881,-0.249042,17.798254
156,29.651773731796112,1.5548722,0.8421745,17.45046
157,29.42520345112811,4.461381,1.9646965,15.618661
158,28.228232621563055,4.3898683,20.65328,18.033585
159,29.050057089389313,6.4490495,27.986662,18.967693
160,30.416801070991895,7.97402,30.124712,20.339584
161,32.98890147017776,10.04029,28.473175,22.012863
162,35.978066081047025,11.785174,13.536842,24.21536
163,36.74520113716078,9.619682,10.660873,30.142849
164,38.417609066009625,8.511024,10.797164,35.91821
165,44.80860459262667,8.417692,12.1585655,41.172836
166,47.579226377234654,6.9975142,7.130381,48.315186
167,48.74846085702368,5.5505686,10.997789,56.366047
168,53.14484816337627,3.83426,21.407888,64.08227
169,59.756233647675316,3.152174,45.85097,70.84793
170,63.73674013308946,2.1496685,58.504433,75.97365
171,67.10873245386749,0.3575957,69.17382,78.63945
172,69.64728697674047,-1.7168825,72.12416,81.80724
173,70.34118737592118,-3.8839586,73.31397,84.400055
174,72.01262625283303,-4.7112193,72.251595,86.93003
175,73.49370370616563,-4.9646187,71.305824,88.7384
176,74.39440627335972,-4.575618,69.13838,91.57776
177,74.8574425899047,-4.484617,70.423584,94.38585
178,76.62484068722759,-4.3272533,73.29433,97.99201
179,79.21945672401918,-3.6133363,74.24839,101.187096
180,80.88495831652705,-2.9401085,75.45592,102.40377
181,82.87753489907492,-2.62617,76.73459,103.308495
182,87.79350802308078,-0.4602421,80.36083,102.05687
183,86.95930048172919,0.28998038,78.077866,105.054665
184,87.30247496971212,0.6750147,77.31423,106.44784
185,86.35169244640247,-0.5159676,77.09859,102.949425
186,85.48280025622,-0.7712644,76.70311,104.79351
187,84.9975033555549,-1.9267702,76.70594,106.77973
188,85.68075375882066,-2.7390018,76.66811,108.04303
189,87.23900280543491,-4.274813,78.41555,109.168785
190,89.18508453313412,-6.911165,84.18492,111.23802
191,89.62109438828206,-11.020234,88.16788,110.6907
192,92.30306068008274,-12.925486,90.72969,110.257034
193,93.6649024116393,-13.888901,90.65468,110.4931
194,94.22001248705108,-15.103943,90.90854,111.2225
195,94.06566606810037,-15.424766,89.90502,111.768295
196,95.31611990901226,-13.499799,84.76001,110.73997
197,96.18174480878571,-12.536568,81.64441,112.41191
198,96.9953527063989,-11.441969,77.557205,115.18082
199,97.46136965780528,-10.559083,77.872604,117.52147
200,98.11671786078863,-9.872234,79.101295,119.04228
201,97.76780388890023,-11.103483,84.64177,118.65514
202,98.36556301528182,-11.777143,88.35278,117.877106
203,98.44832927030173,-14.374771,93.97453,117.75076
204,97.82433738836785,-17.007008,96.88515,117.845184
205,97.51962198239234,-18.430874,99.21273,116.31668
206,97.87557867770464,-19.326756,100.35321,115.3192
207,97.67802461862645,-19.487108,100.965416,114.764046
208,98.6890950961656,-18.376255,102.7169,114.24446
209,99.53915163259268,-16.816202,103.74203,113.04698
210,99.52250982904422,-15.816079,103.43714,111.48126
211,98.92464610026003,-16.029219,103.16742,109.1508
212,98.75240435438026,-16.68634,102.963005,106.38785
213,98.17462271858933,-17.432219,102.804085,105.078674
214,98.04504996389223,-17.457567,103.56025,104.953255
215,98.08359998276511,-17.402943,104.129326,105.64423
216,98.05547740482872,-16.17967,104.596245,105.575325
217,97.4425015559842,-15.706251,104.791725,107.53346
218,96.27757133085296,-16.380226,103.8615,110.21495
219,95.63732226712405,-16.723663,102.837074,113.32975
220,95.06690496134895,-16.735563,101.54437,114.04963
221,94.24005734654324,-16.780016,100.42845,114.63921
222,93.31797012958887,-17.081247,98.31494,115.69154
223,92.33754747376038,-17.742085,96.739204,116.70185
224,91.73534829053015,-18.06358,95.110466,117.925995
225,91.01456449570081,-18.298628,92.71958,118.24199
226,90.34437997138701,-18.24336,89.9705,118.45256
227,90.06821672388529,-18.200663,87.06167,119.62515
228,90.08635450123593,-18.34441,85.03511,118.825615
229,90.59178798347914,-19.200155,83.95613,117.162025
230,90.30346328184913,-19.42991,80.83941,115.22153
231,90.31645094322721,-19.910805,79.92335,112.453926
232,90.43126515130015,-20.111347,80.71179,106.68053
233,90.50949186903027,-20.205276,82.624466,101.85092
234,90.57402382313877,-19.967237,83.909,97.97396
235,90.14074647470449,-19.742548,84.414185,96.71892
236,90.13224335863912,-20.419575,85.81936,95.33698
237,90.46989512172627,-20.501028,86.58758,92.333336
238,90.28104462833856,-19.9696,86.62656,92.82129
239,90.33319675516579,-19.717487,86.50195,92.72134
240,89.45828594431532,-19.824781,86.48857,91.914185
241,89.03081760005146,-19.48107,87.28579,91.17457
242,88.437021203718,-19.401714,86.9951,91.52729
243,87.68941339613465,-19.6882,87.62112,94.47086
244,87.47784360503401,-19.094334,87.36183,93.99712
245,87.46425771999783,-18.248755,86.92955,93.1514
246,87.94594050773138,-16.476885,87.18085,91.57259
247,87.76597962365513,-15.242813,85.23889,86.82563
248,87.72520876310065,-14.153639,83.575226,85.62907
249,87.16816558495046,-12.747697,82.18716,86.20771
250,87.2766659744136,-12.127016,81.99749,84.88891
251,85.72497890589136,-13.914747,81.69077,87.22986
252,88.1535336293989,-12.414803,61.293747,79.294
253,82.44555137225962,-16.160852,63.065872,82.6375
254,81.6422207658833,-18.79914,64.266525,83.1727
255,83.98885593905553,-20.926586,63.379158,85.108
256,83.79836705908662,-22.527224,66.810616,82.38319
257,83.06403400307215,-23.912857,68.54982,81.344376
258,81.20518075838352,-23.770588,68.60862,73.64856
259,80.4087308775944,-23.931572,70.341896,67.85216
260,79.60705857272697,-25.328217,72.32288,62.885944
261,80.89959726521292,-27.058046,70.837875,71.132454
262,81.4704717759529,-28.798681,72.83982,74.31594
263,82.66312266681119,-29.64914,75.036476,77.76331
264,84.76199508158315,-29.169304,75.94568,77.9525
265,87.3740529671554,-27.103725,68.554886,78.228
266,86.86991142302627,-26.791107,69.81615,78.64677
267,86.42488306192693,-25.7864,67.33675,77.45698
268,84.95469803653546,-26.067635,69.61182,79.354355
269,84.07248746459756,-25.450478,70.485535,76.30641
270,84.0617930160582,-22.826874,63.654995,68.2273
271,82.86497828830905,-20.631311,56.00337,58.205204
272,81.58366772240696,-19.864527,51.97039,54.91348
273,81.68299764985514,-17.388617,47.343025,43.824528
274,77.98541553151307,-17.835709,50.044495,43.020943
275,73.25875727059417,-20.838108,54.84422,51.98881
276,70.4441027026839,-22.931847,53.99225,53.383915
277,68.23976206591814,-22.752401,47.30932,51.124996
278,67.09064458066337,-19.94556,39.645504,45.990803
279,65.33803036467872,-16.943085,36.23008,42.305622
280,62.62453565130075,-14.455808,30.536705,39.247932
281,59.403379497552066,-13.132136,21.78971,36.71218
282,58.320546595973084,-12.343447,19.06551,34.6656
283,57.020462578139124,-11.629594,14.227777,33.0092
284,55.342149279275944,-13.552249,30.32793,32.807423
285,56.142094087335394,-12.884716,40.22076,34.789536
286,55.8147570875121,-8.740642,39.189842,41.965115
287,56.5426718134927,-4.558681,40.689026,46.259773
288,53.42879561770549,-3.643836,40.07848,55.506905
289,52.55604675693529,-5.174146,36.403374,63.00826
290,48.97653363773371,-3.5569515,33.74836,72.090256
291,46.66958782749468,-2.4981642,33.0463,79.20685
292,44.623563690783854,0.60586953,34.656902,81.65128
293,49.90383174163166,7.1608915,8.626563,69.83159
294,40.5574786931832,5.6807013,24.510126,81.57078
295,37.63852248971983,8.907901,32.715145,81.80583
296,38.99927640029495,11.1881075,35.49971,80.56924
297,38.849963872648516,13.252231,34.665443,78.71962
298,40.947212746770916,13.374565,35.410736,79.38564
299,42.4736930155281,13.30807,36.608215,77.879
300,44.20865073315758,12.448008,38.583004,77.664795
301,45.888915197609506,11.163914,39.800606,78.34913
302,47.87543613043532,9.919145,40.787754,78.30364
303,48.00088101352931,9.050082,41.723244,78.346115
304,49.198410223713964,8.428293,42.83554,79.66887
305,49.587601876997304,8.162967,42.763042,78.86517
306,49.936895861928136,6.977275,43.172874,78.45604
307,50.299678855484586,5.363981,43.158848,79.588394
308,50.6553275148812,4.5470757,44.33332,80.7524
309,50.638549126325344,4.2847824,44.05148,81.72952
310,50.93233391918669,4.1507764,44.295296,81.82639
311,52.59245360451731,4.9419966,45.310726,82.413345
312,54.72997267708121,4.797738,46.96459,84.20761
313,56.81196751853912,4.242294,50.643494,85.56753
314,58.737136300673214,3.0886247,53.48778,86.46352
315,61.747649792903474,1.6776072,55.737427,86.66961
316,65.0134641934478,1.5923709,55.795876,87.01967
317,67.557071386686,2.4396527,54.730133,78.30789
318,69.08557412849024,2.5649757,55.126003,74.7471
319,70.07928458218667,1.9416549,55.746677,71.98206
320,70.04242734581835,0.6870835,55.85434,72.393555
321,68.32863799733661,0.92663604,53.88654,72.5406
322,66.82132002420099,2.421498,52.66498,71.509155
323,66.57455404656206,3.0357456,55.581318,72.84223
324,66.96282244820245,4.48914,56.333694,70.09418
325,68.21510306268652,4.752654,57.745934,63.642086
326,69.78633698836178,4.619106,59.852123,54.302097
327,74.37286968902526,2.3152554,64.84342,53.087124
328,79.2878637835969,-1.4759774,71.02298,54.87365
329,81.39623435767756,-3.6814828,74.91517,57.439762
330,87.55556133282342,-6.9215064,79.24231,61.091805
331,91.69423935494024,-10.698108,83.2352,64.88791
332,93.45915197786395,-14.484781,84.47068,67.24841
333,97.20056889385653,-19.922663,86.84349,73.961716
334,99.24428313792608,-24.471668,89.86422,76.525604
335,97.5591415988473,-27.393288,91.34201,74.74697
336,94.77506905057767,-28.044361,89.61745,71.360115
337,93.42732475141423,-27.341429,88.04326,69.15499
338,92.94014577739958,-26.930902,87.71202,69.66374
339,92.44951043840192,-27.791342,88.03172,68.233185
340,87.75861875058598,-25.456501,84.45728,64.978096
341,85.53527293020053,-22.728094,81.41578,62.99522
342,83.40492095526115,-21.179209,79.78303,61.94564
343,81.2744961576535,-19.60274,78.99991,61.10881
344,80.28686435400887,-16.007786,78.26746,59.74804
345,81.92649877711398,-13.590271,79.480515,61.72719
346,84.30058523362209,-12.219653,80.189384,64.95279
347,87.58003075812086,-13.694638,85.94946,71.52777
348,86.07542482080855,-12.892925,84.89746,73.126
349,85.60187984845132,-10.14042,84.894196,73.966606
350,85.16034414410686,-8.070892,85.38854,74.75202
351,84.91522377518247,-6.202411,85.47521,75.768
352,84.06701966507138,-5.7257347,86.25064,78.47936
353,84.06836945264642,-4.7607627,85.636116,81.06214
354,83.17671442730834,-5.063504,84.676796,81.26029
355,76.11412571806564,-2.9761696,78.622444,78.45349
356,71.43570218466313,0.41718525,72.56966,77.2473
357,64.89314125924916,-0.6688899,74.24787,74.86577
358,61.82808946226154,-0.10247023,73.02795,71.174614
359,50.37556503886761,-0.19846857,62.347813,66.827065
360,36.505885544810056,-0.40574548,48.130875,59.92502
361,28.539543317980325,-2.667384,41.6253,52.82081
362,24.07132341869776,-3.704416,37.71193,50.457886
363,25.749331130211623,-3.659509,36.53491,50.892296
364,24.2739005311415,-8.115043,34.44646,52.006622
365,21.897832151017354,-10.728201,34.576893,51.865845
366,19.705689642510233,-12.37141,32.76566,50.42258
367,15.73658762175394,-14.600241,32.937355,44.969902
368,10.085705859201804,-13.927861,38.374023,35.287106
369,9.063212193741691,-14.024759,38.48417,32.543427
370,9.365315471983116,-13.255427,39.112614,27.943031
371,7.979097681839656,-13.438669,32.298794,27.000551
372,7.276345544197832,-15.212717,47.437225,29.911562
373,8.188010182420008,-16.964468,55.836067,33.372818
374,9.234461377122075,-18.267683,59.496346,35.391747
375,9.976636241401406,-19.839542,61.953876,39.377254
376,8.787244713335035,-20.583454,61.273132,38.307003
377,8.573888202996624,-20.001728,54.14354,44.117516
378,7.4708910392559105,-17.80059,46.22737,47.27351
379,3.6251484485192984,-17.01866,38.974606,45.764412
380,2.3333875184761936,-18.489553,38.78178,47.07254
381,1.2467829965901005,-20.91785,37.553757,50.662956
382,1.1496099065724068,-21.66763,37.400986,51.92689
383,1.672574128506017,-18.729488,13.497195,55.467613
384,2.3637227712414273,-20.055992,4.784232,57.89975
385,1.4636656739628404,-22.08213,1.8298787,62.515522
386,3.8489865026111922,-23.99766,17.80571,66.31805
387,6.643371121550853,-23.900026,30.672346,68.08592
388,7.240585117597339,-22.638987,33.409206,68.46027
389,7.671226068959675,-21.822403,34.95904,69.54195
390,7.1024383519145795,-22.402655,35.918015,71.25208
391,9.77046498047766,-21.80645,39.496815,72.41836
392,11.474439148988997,-15.828426,21.825653,70.23166
393,12.792465437660535,-16.11733,24.195217,75.922066
394,9.099972301473047,-21.26368,38.589783,84.764046
395,7.582478473929019,-24.23364,45.81298,92.41879
396,4.894569303902925,-27.35055,53.110283,99.55565
397,4.057337175074804,-30.33734,62.59683,110.20459
398,3.319419890213623,-32.627995,68.579666,117.95116
399,3.7542632521712833,-34.237522,74.24747,125.78407
400,3.904348126630539,-34.771816,73.520325,130.46562
401,3.1098611670727383,-34.11944,73.49785,137.60895
402,2.6251755630288063,-32.69391,68.43588,140.54742
403,5.108218549113573,-32.510925,65.50689,142.19244
404,4.433807530406604,-32.746723,61.969578,143.29321
405,5.591351170602402,-32.578884,54.349304,140.97424
406,6.385738915081915,-33.2011,47.63914,137.02147
407,8.339718716681524,-32.569054,39.902313,116.88861
408,8.26310528531457,-32.34516,31.066246,97.232376
409,7.580071152413644,-33.27594,27.673775,87.97745
410,9.255930626689572,-33.514183,20.854958,81.219536
411,9.307319876684742,-33.367935,10.267693,74.96978
412,8.448617289858392,-33.524677,6.1614265,72.13857
413,8.662677890006172,-31.77781,-2.700183,63.132793
414,7.649885559340951,-30.176895,-10.931192,52.73532
415,7.419021651007571,-29.691185,-8.9659395,47.95767
416,8.617598851576043,-29.038565,-8.392331,39.462933
417,9.530669136275908,-28.457323,-8.3567505,35.74372
418,11.409623819835781,-27.55687,-13.718554,32.22651
419,12.359870981158737,-28.24529,-12.015862,30.0734
420,11.727714589507078,-29.339848,-0.0063545117,33.59005
421,11.949560261651932,-29.754177,8.187349,37.202316
422,12.657518508031568,-30.72532,17.474241,43.597477
423,13.594445817916485,-30.495296,21.061647,45.37351
424,13.862720372817074,-29.958298,20.769176,45.825172
425,14.054118807459284,-29.529287,20.149805,45.55346
426,14.08921991133548,-29.30729,20.917866,44.949703
427,14.479377269140628,-28.916498,20.018333,43.18087
428,14.360478899030415,-29.413324,22.327929,42.918358
429,14.359088130117641,-29.896147,24.841902,43.460896
430,14.32700876376318,-30.999325,29.127638,47.148697
431,14.374984607670482,-30.913488,30.548841,47.08695
432,14.370389473460845,-30.85352,31.140238,47.199745
433,14.370403233494557,-31.11741,32.222343,46.667336
434,14.03162810570092,-31.039715,33.227787,46.594597
435,14.141928163725902,-30.801144,33.521687,46.403828
436,14.104237039868254,-29.95329,30.421541,44.570133
437,14.335066229125989,-28.746199,24.07232,42.130085
438,15.154634104746094,-27.39614,14.540955,39.08961
439,15.193722767874505,-27.741009,12.265963,35.29771
440,14.871820217089102,-28.804024,18.672007,31.692541
441,15.265200642821672,-29.054377,24.825773,31.102541
442,16.31535725204927,-29.736132,32.233765,34.773323
443,17.106454791137377,-29.831059,34.43614,35.16279
444,17.453482147785298,-29.333332,33.911495,34.411884
445,17.530686319731526,-29.206366,34.88849,36.44616
446,18.360238840590895,-28.797022,36.274265,39.019768
447,19.06792286473011,-28.254513,36.558357,41.711464
448,19.881510703580528,-26.838188,36.17794,44.19056
449,20.77010201303376,-25.548185,37.13874,44.158714
450,21.73230276489961,-24.445051,39.108765,43.87764
451,21.931532400478247,-24.154549,43.630596,43.200684
452,21.400248315684568,-24.312517,48.497078,42.689575
453,21.200810211741477,-24.165707,50.317856,41.28518
454,21.07608091816631,-24.049864,50.189293,40.955906
455,21.0658980721725,-23.567188,39.033394,36.801117
456,20.5530868833926,-23.791357,31.815767,34.736
457,19.06836191368258,-25.062243,30.18145,34.25287
458,18.71614590663114,-25.895945,28.916449,33.442944
459,18.673815483114634,-25.521713,16.943068,33.287064
460,18.000293990111583,-26.761702,17.006254,31.731943
461,17.972213551533073,-26.55299,11.200994,29.146154
462,16.27188951630633,-28.22508,18.244268,20.95165
463,17.136290788603684,-25.86192,3.9110775,14.713199
464,16.755444824956093,-25.317366,-2.9135473,9.032696
465,15.462131712259088,-25.060757,-7.0178366,5.3627353
466,14.622375454873795,-25.55211,-10.337246,2.9285386
467,13.835826890654367,-25.081944,-15.94672,0.9493902
468,13.218808992678428,-25.107164,-19.424875,1.4339144
469,11.344582006194438,-27.715942,2.1300483,4.378065
470,10.430433485658043,-27.968544,13.629697,9.794768
471,10.630194021362662,-27.379694,15.109831,16.43256
472,10.180412836646274,-27.720852,19.830765,23.283232
473,9.599498051680358,-27.715519,22.58201,33.352707
474,9.180056775133142,-27.34465,20.533104,55.850426
475,8.840446542503804,-28.609749,31.912554,79.70193
476,8.826346880151954,-29.431778,38.784275,97.566696
477,9.351727481988943,-29.492117,38.833645,106.68112
478,10.036815755611515,-28.821484,37.28171,107.003204
479,9.973107115675584,-30.326315,67.3494,101.882034
480,10.14035806470243,-28.001984,61.536476,96.13241
481,11.949015946877356,-26.559204,54.201614,61.000813
482,13.14708125419784,-25.333324,39.068115,42.36536
483,12.575371111153903,-25.715452,32.208942,33.159683
484,11.752890241226485,-25.897884,28.66609,29.58512
485,11.705667350201287,-24.643375,17.130657,27.053873
486,11.771134502152414,-23.842918,7.0261717,26.678684
487,11.57103305402422,-23.610582,1.4821534,28.694468
488,11.083916906420315,-25.00698,12.411174,32.861305
489,12.811730656700401,-23.59895,4.759184,36.233395
490,13.349627385860519,-23.71029,1.1949658,38.52559
491,13.499095693414402,-24.180424,-0.5624543,39.13995
492,13.584678647757057,-24.214506,-4.905733,39.149075
493,13.722309970209382,-24.412586,-6.964967,38.43621
494,13.646320224579071,-24.711203,-7.5669303,38.122814
495,13.645784633065025,-24.872149,-7.8225093,37.5784
496,13.830399183043633,-24.974411,-8.81492,36.838375
497,14.080378976273895,-24.797611,-8.606162,37.075436
498,13.996907916724856,-24.920692,-10.374907,37.479645
