frame,neck_sagittal_angle,neck_frontal_angle,neck_length,confidence,forward_component,cervical_x,cervical_y,cervical_z,head_x,head_y,head_z
160,13.144787,1.872982,0.2229052,1.0,0.22729737,-0.24681627750396729,0.5837662816047668,-0.1697511374950409,-0.41507840156555176,0.7263208031654358,-0.20219793915748596
161,15.036724,2.1049562,0.22296776,1.0,0.25927484,-0.2613460123538971,0.5618423223495483,-0.19121234118938446,-0.4395641088485718,0.6916369199752808,-0.22447332739830017
162,16.860023,2.8543231,0.22324969,1.0,0.28970498,-0.28404295444488525,0.5384637117385864,-0.2219199538230896,-0.4713554084300995,0.6570898294448853,-0.24804113805294037
163,14.815002,2.8125505,0.22308075,1.0,0.25541103,-0.3082495331764221,0.5210026502609253,-0.23233935236930847,-0.4896542727947235,0.6495407819747925,-0.2506502866744995
164,13.566253,2.0831795,0.22292271,1.0,0.2344231,-0.33039534091949463,0.5037848949432373,-0.23310069739818573,-0.5115320682525635,0.63254714012146,-0.25054505467414856
165,13.136948,1.415977,0.22283348,1.0,0.22721353,-0.35267722606658936,0.44509124755859375,-0.29863667488098145,-0.5398863554000854,0.559459388256073,-0.33771899342536926
166,12.406819,2.2574017,0.22268963,1.0,0.21469253,-0.39428192377090454,0.4243695139884949,-0.28110480308532715,-0.5859373807907104,0.5347033739089966,-0.3072829842567444
167,11.696084,1.9690589,0.22217971,1.0,0.2026056,-0.43839573860168457,0.4230985939502716,-0.20293334126472473,-0.6351715326309204,0.5262447595596313,-0.20492877066135406
168,10.991263,0.60786116,0.22162366,1.0,0.19064897,-0.4919261634349823,0.3989592492580414,-0.10207363963127136,-0.6962727308273315,0.48130396008491516,-0.07801378518342972
169,10.56108,-2.6785076,0.22100423,1.0,0.18309009,-0.5234895348548889,0.3471856117248535,-0.12319880723953247,-0.7385711073875427,0.3979923725128174,-0.12198949605226517
170,10.260474,-4.9208217,0.22056444,1.0,0.17748763,-0.5384377837181091,0.31581631302833557,-0.09812992066144943,-0.75640869140625,0.3494521677494049,-0.0956842452287674
171,9.17961,-6.164369,0.22008671,1.0,0.15863077,-0.5451258420944214,0.29404565691947937,-0.08059611171483994,-0.7637357711791992,0.31913796067237854,-0.0848667249083519
172,7.87526,-6.3038807,0.21984112,1.0,0.13620377,-0.5486235618591309,0.2733185291290283,-0.07807892560958862,-0.767361581325531,0.29472965002059937,-0.08311466872692108
173,6.4051113,-5.872638,0.21978718,1.0,0.11097934,-0.5548311471939087,0.2672472298145294,-0.038587622344493866,-0.772973358631134,0.29309341311454773,-0.03135206177830696
174,5.831544,-5.651447,0.21982785,1.0,0.10111521,-0.5572015047073364,0.2515793442726135,-0.06103882938623428,-0.7759393453598022,0.2734336853027344,-0.06168963387608528
175,5.427048,-5.8601623,0.21979204,1.0,0.094088405,-0.5553277730941772,0.24143743515014648,-0.0927729457616806,-0.7738889455795288,0.25869613885879517,-0.10831928253173828
176,5.8559365,-5.16245,0.21994276,1.0,0.10161795,-0.558702290058136,0.23123899102210999,-0.08150912821292877,-0.7780553698539734,0.24466237425804138,-0.0903894454240799
177,6.059136,-4.862443,0.21997645,1.0,0.105179206,-0.562592089176178,0.22862359881401062,-0.05523458123207092,-0.7822451591491699,0.2404540479183197,-0.05374808609485626
178,6.455643,-5.079751,0.21995524,1.0,0.111997955,-0.5697365403175354,0.21446043252944946,-0.0032734062988311052,-0.7889155149459839,0.21872705221176147,0.014689913019537926
179,7.4098387,-5.598234,0.22003902,1.0,0.12836093,-0.5740654468536377,0.1894664764404297,-0.011694932356476784,-0.7934444546699524,0.18020910024642944,0.002599271945655346
180,8.163207,-5.9942336,0.22013374,1.0,0.14123248,-0.5753223896026611,0.17907434701919556,0.002808950375765562,-0.7940595746040344,0.16117215156555176,0.019909141585230827
181,8.881563,-6.342007,0.22022562,1.0,0.15346996,-0.577144980430603,0.16093862056732178,0.008812617510557175,-0.7951329350471497,0.13433295488357544,0.025326648727059364
182,8.174713,-15.3920965,0.21826087,1.0,0.13718969,-0.615066409111023,0.12182560563087463,-0.02051214501261711,-0.8256995677947998,0.0654287040233612,-0.010979555547237396
183,10.821495,-9.756725,0.21902904,1.0,0.18512797,-0.5940974950790405,0.13520115613937378,-0.012833735905587673,-0.806351363658905,0.08138632774353027,-0.007736785337328911
184,11.820074,-9.456423,0.21920599,1.0,0.20216992,-0.5912304520606995,0.13109129667282104,0.02973225712776184,-0.8016206622123718,0.07285243272781372,0.04961846023797989
185,7.0391164,-18.343817,0.21726573,1.0,0.11640632,-0.6102255582809448,0.11507180333137512,0.026483044028282166,-0.818238377571106,0.05623209476470947,0.048230454325675964
186,10.253281,-11.735499,0.2179689,1.0,0.1743935,-0.5915887951850891,0.14456194639205933,0.031186841428279877,-0.8033832907676697,0.09505042433738708,0.045404497534036636
187,10.302943,-9.139185,0.21828344,1.0,0.1766536,-0.5758733153343201,0.14003536105155945,0.0738891214132309,-0.7871752977371216,0.09780564904212952,0.10875725746154785
188,10.199409,-7.655289,0.21857557,1.0,0.17554525,-0.5739995837211609,0.13589638471603394,0.08146393299102783,-0.7851306796073914,0.09632021188735962,0.12187021970748901
189,9.043725,-6.7792935,0.21864097,1.0,0.15611602,-0.5704315900802612,0.13265487551689148,0.09953384101390839,-0.7811961770057678,0.09539008140563965,0.14418241381645203
190,7.017193,-6.4046087,0.21855292,1.0,0.12141601,-0.5596524477005005,0.12075239419937134,0.15935441851615906,-0.7664616107940674,0.08592504262924194,0.2208556830883026
191,3.6515577,-5.8962092,0.2182493,1.0,0.063352995,-0.5521369576454163,0.12030917406082153,0.17740888893604279,-0.7584835886955261,0.09765678644180298,0.2447935789823532
192,2.2712715,-6.4507813,0.21817355,1.0,0.03938026,-0.5500961542129517,0.10189935564994812,0.1923682987689972,-0.7557649612426758,0.07557067275047302,0.2602419853210449
193,1.3822091,-6.6762576,0.2182368,1.0,0.02395828,-0.5477678775787354,0.0925387442111969,0.20854812860488892,-0.7520055174827576,0.06441658735275269,0.28012627363204956
194,0.13688777,-7.062489,0.21817066,1.0,0.0023710132,-0.5508135557174683,0.08453792333602905,0.19615484774112701,-0.7567541003227234,0.056890785694122314,0.2626572251319885
195,-0.2235327,-7.153077,0.21831845,1.0,-0.0038710088,-0.5545425415039062,0.07921874523162842,0.17877700924873352,-0.7625381946563721,0.0521014928817749,0.23931965231895447
196,1.4792203,-8.352078,0.21876647,1.0,0.025540795,-0.5670987367630005,0.06574124097824097,0.13150082528591156,-0.778318464756012,0.026984333992004395,0.1732487976551056
197,2.3740094,-8.64515,0.21904214,1.0,0.04095259,-0.5709598660469055,0.055356740951538086,0.1293795257806778,-0.7807093858718872,0.008210420608520508,0.1713535636663437
198,3.419507,-8.85186,0.21928893,1.0,0.058938306,-0.5770970582962036,0.04288029670715332,0.09502303600311279,-0.7865597009658813,-0.013281673192977905,0.12756328284740448
199,4.1355476,-9.29182,0.21940261,1.0,0.07117484,-0.5797802805900574,0.03178688883781433,0.09464994072914124,-0.78774493932724,-0.030511021614074707,0.12638600170612335
200,4.7114177,-9.773017,0.21947965,1.0,0.08095301,-0.5826873779296875,0.02197900414466858,0.09315179288387299,-0.7890310883522034,-0.0461696982383728,0.12396325170993805
201,3.4433124,-9.847827,0.21934657,1.0,0.059179123,-0.5818875432014465,0.03127473592758179,0.12468868494033813,-0.7887981534004211,-0.030954092741012573,0.1624840348958969
202,2.6266203,-10.090846,0.21920119,1.0,0.045119684,-0.5807676911354065,0.028016716241836548,0.12931199371814728,-0.7875102162361145,-0.03400778770446777,0.16751739382743835
203,-0.3297106,-9.358955,0.21876651,1.0,-0.0056779087,-0.5791212916374207,0.025869518518447876,0.16649022698402405,-0.7846539616584778,-0.028006285429000854,0.2185719609260559
204,-3.4032001,-8.411651,0.21838531,1.0,-0.058725767,-0.5760601758956909,0.029623687267303467,0.18429355323314667,-0.7821989059448242,-0.011821448802947998,0.24329586327075958
205,-5.3144917,-8.666434,0.21814191,1.0,-0.091573834,-0.5768439769744873,0.033930957317352295,0.1837683767080307,-0.7846820950508118,0.0003132820129394531,0.24085663259029388
206,-6.595131,-8.063329,0.21801592,1.0,-0.11373201,-0.5782712697982788,0.034362584352493286,0.18210828304290771,-0.7869645953178406,0.006624132394790649,0.23875290155410767
207,-7.057897,-8.07889,0.21794157,1.0,-0.12167093,-0.5790267586708069,0.03272289037704468,0.17977648973464966,-0.7879412174224854,0.0074654221534729,0.23648038506507874
208,-6.3135495,-9.081896,0.21787734,1.0,-0.10860713,-0.5820431709289551,0.023765474557876587,0.17415103316307068,-0.7912564873695374,-0.008054852485656738,0.22599494457244873
209,-5.2590013,-9.813421,0.21786596,1.0,-0.09032795,-0.5843751430511475,0.014970868825912476,0.17242951691150665,-0.7927651405334473,-0.024167776107788086,0.22250297665596008
210,-4.648866,-9.714578,0.21781309,1.0,-0.079894304,-0.5892816185951233,0.014402419328689575,0.16992604732513428,-0.7976205945014954,-0.026271790266036987,0.21874220669269562
211,-5.1159034,-9.649038,0.21763845,1.0,-0.087919086,-0.5885452628135681,0.019722044467926025,0.18299877643585205,-0.7961923480033875,-0.016933172941207886,0.2369021624326706
212,-5.905794,-9.70544,0.21741259,1.0,-0.101435736,-0.5881061553955078,0.02555564045906067,0.19030706584453583,-0.7957838773727417,-0.006441563367843628,0.24611370265483856
213,-6.7461085,-9.325787,0.2172043,1.0,-0.11593836,-0.5861794948577881,0.02995339035987854,0.19884178042411804,-0.793401300907135,0.003476172685623169,0.25830426812171936
214,-6.905788,-9.46761,0.2169547,1.0,-0.118622564,-0.5899882912635803,0.03384241461753845,0.1801677942276001,-0.7989161014556885,0.009229838848114014,0.2332030087709427
215,-6.7842155,-9.114138,0.21676464,1.0,-0.11665942,-0.5917240381240845,0.03467458486557007,0.1749642938375473,-0.8006383180618286,0.009974539279937744,0.22722937166690826
216,-5.533501,-8.855899,0.21679634,1.0,-0.09528871,-0.5938714146614075,0.034197062253952026,0.1733245998620987,-0.8025652766227722,0.006510734558105469,0.22510288655757904
217,-5.194844,-8.544444,0.2167632,1.0,-0.08954613,-0.5949519872665405,0.040952444076538086,0.17171265184879303,-0.8038656711578369,0.014958441257476807,0.22334277629852295
218,-6.0023866,-7.708179,0.21665393,1.0,-0.10363519,-0.5943363904953003,0.05456021428108215,0.17270298302173615,-0.8035627007484436,0.036131083965301514,0.22584092617034912
219,-6.4128666,-7.177876,0.21661305,1.0,-0.110827565,-0.5941118597984314,0.05705153942108154,0.17323896288871765,-0.8035936951637268,0.04235631227493286,0.22636736929416656
220,-6.4434643,-6.44069,0.21675687,1.0,-0.111523315,-0.5922118425369263,0.060552120208740234,0.18029901385307312,-0.8012588024139404,0.04773983359336853,0.2361448109149933
221,-6.565502,-5.6847234,0.21692947,1.0,-0.113784015,-0.5921058654785156,0.06770697236061096,0.1852501928806305,-0.8007030487060547,0.05765119194984436,0.24393998086452484
222,-6.946746,-5.714194,0.216995,1.0,-0.1203545,-0.5905972123146057,0.07463788986206055,0.185197114944458,-0.7994635105133057,0.068471759557724,0.24370931088924408
223,-7.6965275,-5.4973254,0.2170105,1.0,-0.13332114,-0.5883598327636719,0.08282449841499329,0.1898730844259262,-0.7968994379043579,0.08199331164360046,0.2499072253704071
224,-8.08803,-5.433261,0.21705726,1.0,-0.14007472,-0.5889475345611572,0.08516860008239746,0.1907496154308319,-0.7974534034729004,0.08754763007164001,0.2510280907154083
225,-8.305474,-5.134747,0.2171411,1.0,-0.1438831,-0.5869283676147461,0.08873990178108215,0.1922934651374817,-0.7948316931724548,0.09388032555580139,0.2547437846660614
226,-8.238496,-5.068321,0.21726568,1.0,-0.14274509,-0.5858838558197021,0.09219250082969666,0.1941729336977005,-0.7934266328811646,0.09913715720176697,0.2580645978450775
227,-8.209813,-4.82766,0.21741766,1.0,-0.14230214,-0.5870445966720581,0.0913594663143158,0.19216445088386536,-0.7944899201393127,0.09907591342926025,0.2567967176437378
228,-8.234815,-4.669938,0.2175914,1.0,-0.14276455,-0.5842739343643188,0.09472084045410156,0.2044079601764679,-0.7906310558319092,0.10334229469299316,0.27288007736206055
229,-9.1046,-4.238626,0.2178143,1.0,-0.15781535,-0.5817224979400635,0.09640926122665405,0.20289961993694305,-0.7894070744514465,0.10755234956741333,0.26759907603263855
230,-9.013021,-3.453055,0.21812056,1.0,-0.15638147,-0.5814875960350037,0.09856081008911133,0.18918238580226898,-0.7908289432525635,0.1117950975894928,0.24899570643901825
231,-9.296333,-3.9085162,0.21816278,1.0,-0.16117474,-0.5791546106338501,0.09910765290260315,0.18944087624549866,-0.7891576290130615,0.1132081151008606,0.246842160820961
232,-9.24164,-4.666622,0.21823156,1.0,-0.16007984,-0.57074373960495,0.10892128944396973,0.20043820142745972,-0.7806094288825989,0.12315607070922852,0.2585654854774475
233,-9.123367,-5.2053843,0.21815653,1.0,-0.15792319,-0.5599590539932251,0.11220011115074158,0.22207333147525787,-0.7674563527107239,0.12669828534126282,0.2878528833389282
234,-8.637108,-6.01098,0.21800177,1.0,-0.14936848,-0.5573025941848755,0.11357724666595459,0.2238920032978058,-0.7648305296897888,0.12645411491394043,0.2893986105918884
235,-8.30136,-6.819826,0.21777539,1.0,-0.14337921,-0.5552396178245544,0.11525541543960571,0.2214888334274292,-0.7629889845848083,0.1278683841228485,0.28557655215263367
236,-9.161703,-6.683107,0.21760464,1.0,-0.15816659,-0.5536462068557739,0.11897411942481995,0.22393396496772766,-0.7607346773147583,0.13561150431632996,0.28865906596183777
237,-9.453051,-6.7924347,0.21743083,1.0,-0.16311736,-0.5502904057502747,0.11870485544204712,0.24698492884635925,-0.7546733021736145,0.13598090410232544,0.3191329538822174
238,-9.009757,-6.512282,0.21725047,1.0,-0.15561673,-0.5500115156173706,0.1173849105834961,0.2533930838108063,-0.7529152631759644,0.1335911750793457,0.3293219208717346
239,-8.882674,-6.561933,0.2170979,1.0,-0.15342396,-0.5501380562782288,0.1182246208190918,0.25193092226982117,-0.7531165480613708,0.13482338190078735,0.3271353840827942
240,-9.072532,-6.7047663,0.21686709,1.0,-0.15663281,-0.543096125125885,0.1295691728591919,0.2598210871219635,-0.7441703677177429,0.15156087279319763,0.3380313515663147
241,-9.003521,-6.5095744,0.21665443,1.0,-0.15551071,-0.5317202210426331,0.13433972001075745,0.2823828458786011,-0.7286967635154724,0.1576131284236908,0.36954784393310547
242,-9.020614,-6.4741783,0.21642005,1.0,-0.15581429,-0.530767560005188,0.13810795545578003,0.27878186106681824,-0.7275056838989258,0.16335594654083252,0.36535143852233887
243,-9.524298,-5.6413255,0.2162028,1.0,-0.16468625,-0.5234882831573486,0.1398603916168213,0.28878507018089294,-0.7168036699295044,0.16832047700881958,0.38132065534591675
244,-8.960827,-5.2507744,0.21625537,1.0,-0.1551213,-0.5244256258010864,0.14058852195739746,0.2840069532394409,-0.7182520031929016,0.16858023405075073,0.3757357895374298
245,-8.215423,-5.0433125,0.21633683,1.0,-0.14235339,-0.5251824855804443,0.14314275979995728,0.2896829843521118,-0.7177777290344238,0.1690261960029602,0.38475528359413147
246,-6.824905,-4.714952,0.21643563,1.0,-0.11843908,-0.512502908706665,0.1392877995967865,0.32600682973861694,-0.6981449127197266,0.15916404128074646,0.43548905849456787
247,-5.7931366,-4.8834305,0.21656291,1.0,-0.100574434,-0.5120993256568909,0.14177557826042175,0.32146409153938293,-0.6983988881111145,0.1593312919139862,0.4304767847061157
248,-4.8845863,-4.926759,0.21655202,1.0,-0.08483655,-0.5111416578292847,0.13947513699531555,0.3215416669845581,-0.6970329284667969,0.1539088785648346,0.43168193101882935
249,-3.4466746,-5.1483164,0.21661368,1.0,-0.059877884,-0.5159769654273987,0.13694721460342407,0.30222752690315247,-0.704874575138092,0.14723926782608032,0.4077417552471161
250,-2.895131,-3.85902,0.21670261,1.0,-0.050393846,-0.49043694138526917,0.13472548127174377,0.34168756008148193,-0.6678982973098755,0.14283999800682068,0.46579092741012573
251,-4.3956475,-3.1592016,0.21629722,1.0,-0.07652749,-0.4576500654220581,0.14632317423820496,0.3652220368385315,-0.6243311762809753,0.16647574305534363,0.5015883445739746
252,-2.3168612,-2.9650524,0.21616624,1.0,-0.040371805,-0.43501895666122437,0.14594623446464539,0.37603306770324707,-0.5940475463867188,0.154844731092453,0.5221787691116333
253,-6.349587,-1.1238604,0.21578728,1.0,-0.11057349,-0.44872456789016724,0.18104198575019836,0.35122331976890564,-0.6099516749382019,0.2199038565158844,0.4892802834510803
254,-8.786914,-0.79753447,0.21539935,1.0,-0.1527457,-0.44845762848854065,0.18538159132003784,0.3468158543109894,-0.6100942492485046,0.2355351448059082,0.48006415367126465
255,-10.472908,-1.5150163,0.21495692,1.0,-0.18170914,-0.4404420256614685,0.17460334300994873,0.3544538915157318,-0.6016227006912231,0.22499841451644897,0.48744866251945496
256,-12.209702,-1.6829945,0.21468623,1.0,-0.21140316,-0.43237680196762085,0.18098875880241394,0.36236509680747986,-0.5907901525497437,0.23819628357887268,0.4954916834831238
257,-13.459138,-1.6702408,0.21440153,1.0,-0.2326583,-0.42637574672698975,0.18458038568496704,0.35830503702163696,-0.5837594866752625,0.2487344741821289,0.48900556564331055
258,-13.415216,-0.21613441,0.21445373,1.0,-0.2320047,-0.4414236843585968,0.19464698433876038,0.3331148028373718,-0.604554295539856,0.25934961438179016,0.45637214183807373
259,-13.876244,0.8436343,0.21431461,1.0,-0.23980105,-0.44287845492362976,0.1939702332019806,0.3290342390537262,-0.6057437658309937,0.2616201341152191,0.45080918073654175
260,-15.503445,1.4681927,0.21409081,1.0,-0.26721483,-0.44383493065834045,0.19577690958976746,0.31724169850349426,-0.6080299615859985,0.27090951800346375,0.43226325511932373
261,-17.077803,0.8207112,0.21354999,1.0,-0.29364246,-0.4328421652317047,0.18721148371696472,0.3344479501247406,-0.5918003916740417,0.2666706144809723,0.45286300778388977
262,-18.841465,0.4738094,0.21320054,1.0,-0.3229409,-0.43346887826919556,0.18889936804771423,0.33289799094200134,-0.5925476551055908,0.27240046858787537,0.4476846754550934
263,-19.575686,-0.65488535,0.2128554,1.0,-0.33503234,-0.4408998191356659,0.17936068773269653,0.32744300365448,-0.6046858429908752,0.25997430086135864,0.43690991401672363
264,-19.04043,-2.3652825,0.21257393,1.0,-0.32598686,-0.4563952088356018,0.16876575350761414,0.31515371799468994,-0.6285752058029175,0.23989126086235046,0.41753968596458435
265,-16.902037,-3.4992514,0.21210693,1.0,-0.29023987,-0.45992404222488403,0.16215041279792786,0.31647545099258423,-0.6324926614761353,0.22071456909179688,0.4250096082687378
266,-16.80889,-4.201546,0.2118914,1.0,-0.28846794,-0.4779646694660187,0.1572723686695099,0.28249645233154297,-0.6607041358947754,0.21218860149383545,0.37462928891181946
267,-16.145319,-4.4463882,0.2119503,1.0,-0.2773021,-0.4760478436946869,0.15277987718582153,0.2877218425273895,-0.6603156924247742,0.20303675532341003,0.37960511445999146
268,-16.159426,-4.718023,0.21190137,1.0,-0.27744067,-0.48299479484558105,0.15094199776649475,0.277739942073822,-0.6711898446083069,0.20051953196525574,0.361566424369812
269,-15.317465,-5.250865,0.21190894,1.0,-0.2631354,-0.48564279079437256,0.14955201745033264,0.2581567168235779,-0.6775363683700562,0.19667765498161316,0.33471664786338806
270,-12.559464,-5.2013454,0.212106,1.0,-0.21659943,-0.48303911089897156,0.14951318502426147,0.26242485642433167,-0.673821210861206,0.18754300475120544,0.3469522297382355
271,-10.579673,-4.4421577,0.21239574,1.0,-0.1830696,-0.48922494053840637,0.1572251319885254,0.24870999157428741,-0.6803005933761597,0.1939985752105713,0.333855539560318
272,-9.429801,-4.8142066,0.21241938,1.0,-0.16327652,-0.5022218823432922,0.15973764657974243,0.20747031271457672,-0.6997895240783691,0.19383174180984497,0.2776601314544678
273,-7.242761,-4.5155396,0.21270905,1.0,-0.1256885,-0.4991093873977661,0.16584724187850952,0.21539026498794556,-0.6948114633560181,0.19668817520141602,0.29281556606292725
274,-7.681116,-3.3598752,0.21269487,1.0,-0.13343391,-0.4903394877910614,0.18371355533599854,0.2190832942724228,-0.68241286277771,0.2291785478591919,0.29832887649536133
275,-10.000647,-2.5042636,0.21238284,1.0,-0.17349845,-0.49054521322250366,0.2119559943675995,0.18909123539924622,-0.6808902621269226,0.2784024775028229,0.25587520003318787
276,-11.812886,-2.6279116,0.21227367,1.0,-0.20450991,-0.4856671690940857,0.23976588249206543,0.12228331714868546,-0.6770708560943604,0.3221186399459839,0.16281428933143616
277,-11.791671,-2.5017893,0.21249671,1.0,-0.20416711,-0.4806652069091797,0.2691161334514618,0.11465627700090408,-0.6682789325714111,0.3611108362674713,0.1532946228981018
278,-9.647268,-3.7688167,0.21293546,1.0,-0.16722986,-0.4824445843696594,0.27657198905944824,0.007733658887445927,-0.6767361164093018,0.3637058138847351,0.0076484596356749535
279,-7.709901,-4.540496,0.21341212,1.0,-0.13374394,-0.4803776741027832,0.2928294837474823,-0.01836157590150833,-0.6749662160873413,0.37980565428733826,-0.029093921184539795
280,-5.9507713,-4.098035,0.2139185,1.0,-0.1034117,-0.4714454412460327,0.3053807020187378,-0.08325514197349548,-0.6642335057258606,0.39342349767684937,-0.11227862536907196
281,-4.548213,-3.530871,0.21433827,1.0,-0.079148374,-0.46984347701072693,0.328996866941452,-0.07138780504465103,-0.6627851724624634,0.4199073016643524,-0.09259365499019623
282,-4.091957,-4.345463,0.21447064,1.0,-0.07115334,-0.4639798104763031,0.3365814983844757,-0.07372687757015228,-0.6559839248657227,0.4287920296192169,-0.09881260246038437
283,-4.1504135,-4.657283,0.21456367,1.0,-0.072137326,-0.4643925726413727,0.3493812382221222,-0.05624864995479584,-0.6554430723190308,0.445485383272171,-0.0736057460308075
284,-6.052239,-5.831626,0.21448122,1.0,-0.10489554,-0.4574989080429077,0.35252827405929565,-0.08950479328632355,-0.6434603333473206,0.4521762728691101,-0.12811587750911713
285,-5.4552426,-7.6025934,0.21443383,1.0,-0.09423993,-0.455514132976532,0.34132781624794006,-0.09222910553216934,-0.6443742513656616,0.4331621825695038,-0.135590061545372
286,-3.1197083,-8.845256,0.21446481,1.0,-0.053776935,-0.443699449300766,0.3507537245750427,-0.09854105114936829,-0.6326724290847778,0.4405671954154968,-0.14563578367233276
287,-0.54758954,-9.621902,0.21466593,1.0,-0.00942266,-0.43735918402671814,0.35330265760421753,-0.12968003749847412,-0.6271599531173706,0.4337450861930847,-0.18956448137760162
288,-0.5862137,-7.3827615,0.21482374,1.0,-0.010146372,-0.42369982600212097,0.37519997358322144,-0.1481114774942398,-0.6095133423805237,0.4665614366531372,-0.20534482598304749
289,-1.3331772,-3.3039994,0.21511988,1.0,-0.02322758,-0.3974948227405548,0.39183035492897034,-0.21344512701034546,-0.5739490985870361,0.48805955052375793,-0.2901288568973541
290,-0.64448565,0.048075624,0.21500126,1.0,-0.011248156,-0.3652983009815216,0.4004356563091278,-0.25664985179901123,-0.5332212448120117,0.5078936815261841,-0.3371495008468628
291,-0.7391152,1.1488467,0.21495798,1.0,-0.012897044,-0.3579235076904297,0.4051888585090637,-0.24218648672103882,-0.5247377753257751,0.5202661752700806,-0.31386038661003113
292,1.182375,3.00421,0.21534936,1.0,0.020606525,-0.34356147050857544,0.4268459677696228,-0.21763856709003448,-0.5118247866630554,0.5459042191505432,-0.27999186515808105
293,7.5739245,4.6812177,0.21591897,1.0,0.13137321,-0.356616348028183,0.403359591960907,-0.2582206130027771,-0.5451036095619202,0.4882017970085144,-0.3206334114074707
294,4.832562,4.524672,0.21562885,1.0,0.083983466,-0.29696202278137207,0.451762318611145,-0.2732001543045044,-0.45872291922569275,0.5725947618484497,-0.3488885760307312
295,6.476867,5.4970403,0.21608168,1.0,0.11228986,-0.2884504497051239,0.47457778453826904,-0.24552670121192932,-0.451776921749115,0.5974924564361572,-0.3155819773674011
296,8.061935,6.9016423,0.21658418,1.0,0.13924706,-0.2807157635688782,0.4720534682273865,-0.27335235476493835,-0.4462652802467346,0.5839685797691345,-0.35688120126724243
297,9.918891,8.541991,0.21715109,1.0,0.17039892,-0.2893609404563904,0.4741875231266022,-0.26860129833221436,-0.4644050598144531,0.5796277523040771,-0.3420622646808624
298,10.45879,11.014254,0.21788986,1.0,0.17829172,-0.28241437673568726,0.461508572101593,-0.31925106048583984,-0.4584648609161377,0.5601059198379517,-0.40147504210472107
299,10.869018,13.2507305,0.21853174,1.0,0.18371585,-0.29010826349258423,0.4585968554019928,-0.32038748264312744,-0.47183507680892944,0.5511430501937866,-0.39891576766967773
300,10.534868,14.713582,0.21899953,1.0,0.17702928,-0.2935912609100342,0.45048972964286804,-0.33929523825645447,-0.4768116772174835,0.5400048494338989,-0.41915836930274963
301,9.560745,15.918445,0.21940486,1.0,0.15989001,-0.2996537983417511,0.4461873769760132,-0.34866493940353394,-0.48399803042411804,0.5347042679786682,-0.4281662702560425
302,9.027633,17.351976,0.219461,1.0,0.14993414,-0.2972109019756317,0.4401738941669464,-0.36229488253593445,-0.4812798500061035,0.5260118246078491,-0.44544297456741333
303,8.511083,18.919735,0.21974638,1.0,0.14016628,-0.2953105866909027,0.4384855329990387,-0.356730192899704,-0.48043879866600037,0.5271309614181519,-0.4352031648159027
304,8.161493,19.641422,0.22008158,1.0,0.13385601,-0.2891078591346741,0.4327320158481598,-0.3813719153404236,-0.47220396995544434,0.5194764137268066,-0.4673203229904175
305,8.169339,20.2164,0.22042143,1.0,0.13350618,-0.29186496138572693,0.43273624777793884,-0.3782177269458771,-0.4761095345020294,0.5181828737258911,-0.46388229727745056
306,7.3810453,20.533274,0.2206415,1.0,0.12042813,-0.2764382064342499,0.43337482213974,-0.3933139145374298,-0.45606982707977295,0.5218546390533447,-0.4859771430492401
307,5.763778,19.882929,0.22093458,1.0,0.09449594,-0.26198774576187134,0.4312821626663208,-0.4168810546398163,-0.4358205497264862,0.525093138217926,-0.5158444046974182
308,5.038509,18.25257,0.22116323,1.0,0.083437935,-0.24537363648414612,0.4290473759174347,-0.4386298656463623,-0.41088026762008667,0.5249876976013184,-0.5496081709861755
309,4.8766026,17.53345,0.22149375,1.0,0.08108719,-0.23003767430782318,0.4300384521484375,-0.4410204291343689,-0.3903520703315735,0.5280120968818665,-0.5583232045173645
310,4.964157,16.976582,0.22178206,1.0,0.08278823,-0.21580944955348969,0.43156948685646057,-0.44876396656036377,-0.37053176760673523,0.5291633605957031,-0.574158251285553
311,6.000991,15.749285,0.22194408,1.0,0.10066141,-0.20425686240196228,0.42203542590141296,-0.46807748079299927,-0.3535178303718567,0.5107089281082153,-0.6063429713249207
312,6.23129,15.483447,0.22203358,1.0,0.10464695,-0.20009538531303406,0.4057239294052124,-0.4831804931163788,-0.34662961959838867,0.48685920238494873,-0.6289326548576355
313,5.978625,15.059349,0.22203718,1.0,0.10061723,-0.1922799050807953,0.3918372690677643,-0.5009730458259583,-0.335409939289093,0.46646836400032043,-0.6534345149993896
314,5.245362,14.08413,0.22191013,1.0,0.088694796,-0.176477313041687,0.3779600262641907,-0.5196323990821838,-0.31128352880477905,0.4497438669204712,-0.6806245446205139
315,4.333808,12.068822,0.22169966,1.0,0.073906094,-0.15729239583015442,0.3536105453968048,-0.5461650490760803,-0.27886128425598145,0.4198966920375824,-0.7193062901496887
316,4.536733,10.169857,0.22168513,1.0,0.077863075,-0.14291341602802277,0.32718443870544434,-0.5646005868911743,-0.2541077435016632,0.38079261779785156,-0.7487371563911438
317,5.8248706,8.331808,0.22161475,1.0,0.10042785,-0.12476375699043274,0.3077007532119751,-0.5668411254882812,-0.22193677723407745,0.34713810682296753,-0.7620722651481628
318,6.3416505,8.339702,0.22153756,1.0,0.10930285,-0.12406111508607864,0.2998647689819336,-0.572454035282135,-0.22172334790229797,0.33208203315734863,-0.7686759233474731
